name,address,zip,phone,website,cuisine,id,road_name,road_dir,road_number,city
times square italian restaurant,"718 E Union Hills Dr,Phoenix",85024,(623) 582-1070,,Italian Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_17284,Union,E,718.0,phoenix
esthers international cuisine,"3633 W Camelback Rd,Phoenix",85019,(602) 995-2015,,Restaurants,yellow_pages_1_17287,Camelback,W,3633.0,phoenix
china village restaurant,"2710 E Indian School Rd,Phoenix",85016,(602) 956-9840,http://chinavillagephoenix.com,Chinese Restaurants;Asian Restaurants;Caterers;Family Style Restaurants;Restaurants,yellow_pages_1_17289,Indian School,E,2710.0,phoenix
pizza heaven,"5150 N 7th St,Phoenix",85014,(602) 277-8800,http://www.phbistro.com,Pizza;Caterers;Sandwich Shops;Italian Restaurants;Restaurants,yellow_pages_1_17295,7Th,N,5150.0,phoenix
taqueria el chino,"1803 W Van Buren St,Phoenix",85007,(602) 254-6808,,Mexican Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;Restaurants,yellow_pages_1_17299,Van Buren,W,1803.0,phoenix
pollo correteado restaurant el,"2906 W McDowell Rd,Phoenix",85009,(602) 278-2381,,Latin American Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17301,Mcdowell,W,2906.0,phoenix
akai hana sushi & grill,"8041 N Black Canyon Hwy Ste 112,Phoenix",85021,(602) 864-9202,http://www.sushiakaihana.com,Sushi Bars;Asian Restaurants;Japanese Restaurants;Restaurants,yellow_pages_1_17304,Black,N,8041.0,phoenix
pizza a metro,"2336 W Thomas Rd,Phoenix",85015,(602) 262-9999,http://pizzametrohome.com,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17305,Thomas,W,2336.0,phoenix
the capital grille,"2502 E Camelback Rd Ste 199,Phoenix",85016,(602) 952-8900,http://www.thecapitalgrille.com,French Restaurants;Fine Dining Restaurants;Steak Houses;Clubs;Restaurants,yellow_pages_1_17307,Camelback,E,2502.0,phoenix
arizona sandwich co,"4949 E Warner Rd Ste. 1,Phoenix",85044,(602) 345-7822,http://www.arizonasandwichco.com,Sandwich Shops;Caterers;Delicatessens;Restaurants,yellow_pages_1_17312,Warner,E,4949.0,phoenix
bootleggers,"3375 E Shea Blvd # G,Phoenix",85028,(602) 996-4228,http://www.bootleggersaz.com,American Restaurants;Bars;Barbecue Restaurants;Night Clubs;Restaurants,yellow_pages_1_17314,Shea,E,3375.0,phoenix
alfonso's mexican food,"18631 N 19th Ave,Phoenix",85027,(623) 582-1926,,Mexican Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_17316,19Th,N,18631.0,phoenix
rainbow donuts,"8714 N 7th St,Phoenix",85020,(602) 216-0766,http://www.rainbowdonutscafe.com,Donut Shops;Restaurants,yellow_pages_1_17318,7Th,N,8714.0,phoenix
christopher's,"2502 E Camelback Rd Ste 102,Phoenix",85016,(602) 522-2344,http://www.christophersaz.com,Family Style Restaurants;French Restaurants;Restaurants,yellow_pages_1_17320,Camelback,E,2502.0,phoenix
ichi ban japanese restaurant,"2815 N Central Ave,Phoenix",85004,(602) 277-3559,,Japanese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17321,Central,N,2815.0,phoenix
zoes kitchen,"1641 E Camelback Rd,Phoenix",85016,(602) 263-9637,http://www.zoeskitchen.com,Restaurants;Mediterranean Restaurants,yellow_pages_1_17322,Camelback,E,1641.0,phoenix
first watch restaurant,"61 W Thomas Rd,Phoenix",85013,(602) 265-2092,http://www.firstwatch.com,Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants,yellow_pages_1_17326,Thomas,W,61.0,phoenix
fuddruckers,"8941 N Black Canyon Hwy,Phoenix",85021,(602) 870-1111,http://www.fuddruckers.com,Family Style Restaurants;Restaurants;Take Out Restaurants;Hamburgers & Hot Dogs;American Restaurants,yellow_pages_1_17332,Black,N,8941.0,phoenix
bourbon jack's,"7000 E Mayo Blvd,Phoenix",85054,(480) 473-0716,,Restaurants,yellow_pages_1_17338,Mayo,E,7000.0,phoenix
dragon palace,"13825 N 32nd St Ste 14,Phoenix",85032,(602) 971-8880,http://kcdragonpalace.com,Chinese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17339,32Nd,N,13825.0,phoenix
santa barbara cooks at the farm,"6215 S 30th St,Phoenix",85042,(602) 276-0601,,Restaurants,yellow_pages_1_17344,30Th,S,6215.0,phoenix
coach's corner grill,"333 E Jefferson St Ste 110,Phoenix",85004,(602) 293-3332,http://www.coachscornergrill.com,American Restaurants;Restaurants,yellow_pages_1_17346,Jefferson,E,333.0,phoenix
fox restaurant,"5640 N 7th St,Phoenix",85014,(602) 680-4040,,Family Style Restaurants;Restaurants,yellow_pages_1_17347,7Th,N,5640.0,phoenix
mellow mushroom,"5350 E High St,Phoenix",85054,(480) 889-0999,http://www.mellowmushroom.com,Restaurants;Pizza;Take Out Restaurants,yellow_pages_1_17350,High,E,5350.0,phoenix
krua thai cuisine,"1601 E Bell Rd Ste A11,Phoenix",85022,(602) 971-4988,http://www.kruathaicuisine.com,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17360,Bell,E,1601.0,phoenix
the stockyards,"5009 E Washington St # 115,Phoenix",85034,(602) 273-7378,http://www.stockyardssteakhouse.com,Steak Houses;American Restaurants;Restaurants,yellow_pages_1_17366,Washington,E,5009.0,
bianco,"4743 N 20th St,Phoenix",85016,(602) 368-3273,,Pizza;Italian Restaurants;Restaurants,yellow_pages_1_17371,20Th,N,4743.0,phoenix
gourmet house of hong kong,"1438 E McDowell Rd,Phoenix",85006,(602) 253-4859,http://www.gourmethouseofhongkong.com,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17373,Mcdowell,E,1438.0,phoenix
the melting pot,"3626 E Ray Rd,Phoenix",85044,(480) 704-9206,http://www.meltingpot.com,Restaurants;French Restaurants;Bars;Dessert Restaurants;Fondue Restaurants;Fine Dining Restaurants,yellow_pages_1_17374,Ray,E,3626.0,phoenix
fuego cityscape,"1 E Washington St # 175,Phoenix",85004,(602) 374-2541,http://www.fuegobistro.com/fuegocityscape;http://cityscapephoenix.com,Restaurants,yellow_pages_1_17375,Washington,E,1.0,
niccoli's italian grocery and deli,"6102 N 16th St Ste 9,Phoenix",85016,(602) 279-5335,http://www.niccolisdeli.com,Pizza;Delicatessens;Italian Restaurants;Caterers;Restaurants,yellow_pages_1_17376,16Th,N,6102.0,phoenix
good taste house,"8510 N 7th St,Phoenix",85020,(602) 368-8281,,Chinese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17377,7Th,N,8510.0,phoenix
joe's diner,"N 7th Ave & W Campbell Ave,Phoenix",85013,(602) 535-4999,http://www.joesdineraz.com,Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_17381,7Th,N,-1.0,phoenix
chipotle mexican grill,"1 E Washington St,Phoenix",85004,(602) 513-5751,http://www.chipotle.com,Mexican Restaurants;Restaurants;Take Out Restaurants;Fast Food Restaurants,yellow_pages_1_17382,Washington,E,1.0,phoenix
los taquitos,"7000 N 16th St,Phoenix",85020,(602) 371-0111,http://www.ltgrill.com,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17383,16Th,N,7000.0,phoenix
grand avenue pizza company,"1031 Grand Ave,Phoenix",85007,(602) 253-6107,http://www.grandavenuepizzacompany.com,Pizza;Italian Restaurants;Restaurants,yellow_pages_1_17391,Grand,,1031.0,phoenix
the gladly,"2201 E Camelback Rd Ste 106,Phoenix",85016,(602) 759-8132,http://thegladly.com,American Restaurants;Bars;Night Clubs;Restaurants,yellow_pages_1_17394,Camelback,E,2201.0,phoenix
maizie's cafe & bistro,"4750 N Central Ave Ste 140,Phoenix",85012,(602) 274-2828,http://www.maiziescafe.com,Coffee Shops;Breakfast Brunch & Lunch Restaurants;Caterers;Cafeterias;Restaurants,yellow_pages_1_17395,Central,N,4750.0,phoenix
original hamburger works,"2801 N 15th Ave,Phoenix",85007,(602) 263-8693,http://www.originalhamburgerworks.com/index.html,Hamburgers & Hot Dogs;Take Out Restaurants;American Restaurants;Restaurants,yellow_pages_1_17397,15Th,N,2801.0,phoenix
green mix,"2160 E Baseline Rd Ste 128,Phoenix",85042,(602) 268-8228,http://www.greenmixeats.com,Restaurants,yellow_pages_1_17400,Baseline,E,2160.0,phoenix
rustler's rooste,"8383 S 48th St,Phoenix",85044,(602) 431-6474,http://www.rustlersrooste.com,Family Style Restaurants;Take Out Restaurants;Caterers;Seafood Restaurants;Steak Houses;Breakfast Brunch & Lunch Restaurants;Banquet Halls & Reception Facilities;Restaurants,yellow_pages_1_17401,48Th,S,8383.0,phoenix
jam enterprises,"616 W Indian School Rd,Phoenix",85013,(602) 297-8888,http://www.thaiesanaz.com,Thai Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17409,Indian School,W,616.0,phoenix
silver spoon cafe,"202 N Central Ave,Phoenix",85004,(602) 252-0570,,Coffee Shops;Restaurants,yellow_pages_1_17411,Central,N,202.0,phoenix
crave sandwich cafe & catering,"541 E Van Buren St,Phoenix",85004,(602) 257-1616,http://cravesandwichcafe.com,Sandwich Shops;Take Out Restaurants;Caterers;Delicatessens;Coffee Shops;Restaurants,yellow_pages_1_17412,Van Buren,E,541.0,phoenix
uncle sam's,"3217 E Shea Blvd,Phoenix",85028,(602) 996-3511,http://unclesamsaz.com/Locations.html,Sandwich Shops;Pizza;Caterers;American Restaurants;Italian Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_17413,Shea,E,3217.0,phoenix
tacos kissi mexican restaurant,"2718 W Bethany Home Rd,Phoenix",85017,(602) 296-4936,,Mexican Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_17414,Bethany Home,W,2718.0,phoenix
pho av vietnamese cuisine,"3202 E Greenway Rd Ste 1289,Phoenix",85032,(602) 923-0241,,Vietnamese Restaurants;Take Out Restaurants;Fast Food Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17418,Greenway,E,3202.0,phoenix
pete's fish & chips,"2628 W Van Buren St,Phoenix",85009,(602) 278-3351,http://www.petesfishandchips.com,Seafood Restaurants;Restaurants,yellow_pages_1_17422,Van Buren,W,2628.0,phoenix
moira sushi bar and kitchen,"215 E McKinley St,Phoenix",85004,(602) 254-5085,http://www.moirasushi.com,Sushi Bars;Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17425,Mckinley,E,215.0,phoenix
40th street cafe,"4022 E Greenway Rd Ste 10,Phoenix",85032,(602) 992-2511,,Coffee Shops;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17427,Greenway,E,4022.0,phoenix
burger factory,"702 W Osborn Rd,Phoenix",85013,(602) 263-0807,http://burgerfactory.com;http://burgerfactory.menutoeat.com;http://burgerfactory.menutoeat.com/index...,Hamburgers & Hot Dogs;American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17433,Osborn,W,702.0,phoenix
sushi style,"401 E Bell Rd,Phoenix",85022,(602) 866-1505,http://www.letseat.at/sushistyle,Sushi Bars;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17435,Bell,E,401.0,phoenix
olde station sub shop,"1301 W Jefferson St,Phoenix",85007,(602) 253-7665,http://oldstationsubs.com,Sandwich Shops;Take Out Restaurants;Caterers;Delicatessens;Restaurants,yellow_pages_1_17437,Jefferson,W,1301.0,phoenix
wingstop restaurant,"1610 N 75th Ave Ste 110,Phoenix",85035,(623) 245-9464,http://www.wingstop.com,Chicken Restaurants;Restaurants,yellow_pages_1_17440,75Th,N,1610.0,phoenix
waldo's express barbeque,"13803 N 19th Ave,Phoenix",85023,(602) 298-0324,http://www.waldosbarbeque.com;http://www.waldosbarbeque.com/pig.php,Barbecue Restaurants;Caterers;Restaurants,yellow_pages_1_17446,19Th,N,13803.0,phoenix
vovomeena,"1515 N 7th Ave,Phoenix",85007,(602) 252-2541,http://www.vovomeena.com,Restaurants,yellow_pages_1_17449,7Th,N,1515.0,phoenix
chino bandido,"15414 N 19th Ave,Phoenix",85023,(602) 375-3639,http://www.chinobandido.com,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17451,19Th,N,15414.0,phoenix
choon el burrito original,"4105 N 51st Ave,Phoenix",85031,(623) 518-9317,http://choonelburritooriginal.com/find-us.html;http://www.choonelburritooriginal.com,Mexican Restaurants;Restaurant Delivery Service;Latin American Restaurants;Restaurants,yellow_pages_1_17454,51St,N,4105.0,phoenix
slicers new york deli,"835 N 43rd Ave,Phoenix",85009,(602) 442-8000,,Sandwich Shops;Delicatessens;Restaurants,yellow_pages_1_17455,43Rd,N,835.0,phoenix
viet kitchen restaurant,"20235 N Cave Creek Rd Ste 108,Phoenix",85024,(602) 788-5535,http://red-fork.com/vietkitchen-northphoenix;http://vietkitchenaz.com,Vietnamese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17465,Cave,N,20235.0,phoenix
macalpine's restaurant & soda,"2303 N 7th St,Phoenix",85006,(602) 262-5545,,Soda Fountain Shops;Restaurants,yellow_pages_1_17476,7Th,N,2303.0,phoenix
seamus mccaffrey irish pub,"18 W Monroe St,Phoenix",85003,(602) 253-6081,http://www.seamusmccaffreys.com,Irish Restaurants;Bars;Taverns;Restaurants,yellow_pages_1_17479,Monroe,W,18.0,phoenix
loco patron,"1327 E Chandler Blvd # 108,Phoenix",85048,(480) 460-8887,http://www.locopatron.com,Mexican Restaurants;Bars;Restaurants,yellow_pages_1_17481,Chandler,E,1327.0,
zzeeks,"4825 E Warner Rd,Phoenix",85044,(480) 940-5555,http://zzeeks.com,Pizza;Italian Restaurants;American Restaurants;Sandwich Shops;Restaurants,yellow_pages_1_17482,Warner,E,4825.0,phoenix
stumpy's pizza,"1331 E Northern Ave,Phoenix",85020,(602) 997-2727,,Pizza;Restaurants,yellow_pages_1_17485,Northern,E,1331.0,phoenix
icon bar,"50 E Adams St,Phoenix",85004,(602) 333-0000,http://www.marriott.com/hotels/travel/phxbd-renaissance-phoenix-downtown-hotel,American Restaurants;Restaurants,yellow_pages_1_17486,Adams,E,50.0,phoenix
best of europe meats & deli,"3202 E Greenway Rd,Phoenix",85032,(602) 493-1973,http://www.bestofeuropeaz.com,Delicatessens;Meat Markets;Restaurants,yellow_pages_1_17488,Greenway,E,3202.0,phoenix
bagel nosh,"4855 E Warner Rd Ste 12,Phoenix",85044,(480) 940-4484,http://www.thenoshazcafe.com;http://bagelnosh.net,Bagels;Breakfast Brunch & Lunch Restaurants;Delicatessens;Restaurants,yellow_pages_1_17490,Warner,E,4855.0,phoenix
over easy,"4730 E Indian School Rd Ste 123,Phoenix",85018,(602) 468-3447,http://www.eatatovereasy.com,Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_17494,Indian School,E,4730.0,phoenix
skewer persian grill,"7000 E Mayo Blvd,Phoenix",85054,(480) 502-4500,,Mediterranean Restaurants;Caterers;Restaurants,yellow_pages_1_17498,Mayo,E,7000.0,phoenix
il primo pizza and wings,"6135 N 35th Ave,Phoenix",85017,(602) 841-4444,http://www.clubprimoaz.com,Pizza;Restaurants,yellow_pages_1_17504,35Th,N,6135.0,phoenix
la canasta mexican foods,"723 S 7th Ave,Phoenix",85007,(602) 254-7295,http://www.sylviasfiesta.com;http://la-canasta.com,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17506,7Th,S,723.0,phoenix
rokerij,"6335 N 16th St,Phoenix",85016,(602) 287-8900,http://richardsonsnm.com,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17510,16Th,N,6335.0,phoenix
pho 602 vietnamese restaurant,"6135 N 35th Ave Ste 121,Phoenix",85017,(602) 864-5078,https://www.facebook.com/pages/Pho-602-Vietnamese-Restaurant/229489870555053,Vietnamese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17511,35Th,N,6135.0,phoenix
the oink cafe-phoenix,"4326 E Cactus Rd Ste 3,Phoenix",85032,(602) 404-6465,http://www.oinkcafe.com,American Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_17512,Cactus,E,4326.0,phoenix
tuck shop,"2245 N 12th St,Phoenix",85006,(602) 354-2980,http://tuckinphx.com,Soul Food Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17513,12Th,N,2245.0,phoenix
omaha steakhouse,"2630 E Camelback Rd,Phoenix",85016,(602) 553-8970,http://www.omahasteakhouse.com,Steak Houses;Barbecue Restaurants;Restaurants,yellow_pages_1_17516,Camelback,E,2630.0,phoenix
pozoleria iguala,"2801 E Van Buren St,Phoenix",85008,(602) 914-2242,,Restaurants,yellow_pages_1_17525,Van Buren,E,2801.0,phoenix
the hammered hog,"3230 E Thunderbird Rd,Phoenix",85032,(602) 992-3700,http://www.hammeredhog.com,Barbecue Restaurants;Restaurants,yellow_pages_1_17532,Thunderbird,E,3230.0,phoenix
michael's cafe,"5025 N 7th Ave,Phoenix",85013,(602) 248-2233,http://michaelscafeaz.com,Coffee Shops;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Cafeterias;Restaurants,yellow_pages_1_17535,7Th,N,5025.0,phoenix
jasmine thai cuisine,"507 W Thomas Rd,Phoenix",85013,(602) 368-6004,,Thai Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17538,Thomas,W,507.0,phoenix
canton wong,"7050 S Central Ave,Phoenix",85042,(602) 276-5486,,Chinese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_17539,Central,S,7050.0,phoenix
wm sacks,"4247 E Indian School Rd,Phoenix",85018,(602) 840-4649,http://www.sacks.info,Restaurants,yellow_pages_1_17541,Indian School,E,4247.0,phoenix
the good egg,"3110 N Central Ave, #179,Phoenix",85012,(602) 248-3897,http://www.thegoodeggaz.com,Breakfast Brunch & Lunch Restaurants;American Restaurants;Restaurants,yellow_pages_1_17544,Central,N,3110.0,phoenix
hole-in-the-wall restaurant,"7677 N 16th St,Phoenix",85020,(602) 870-1977,http://www.hilton.com;http://www.squawpeakhilton.com/dining/hole-in-the-wall,Steak Houses;Take Out Restaurants;Restaurants,yellow_pages_1_17547,16Th,N,7677.0,phoenix
the cheesecake factory,"2402 E Camelback Rd,Phoenix",85016,(602) 778-6501,http://www.thecheesecakefactory.com,Take Out Restaurants;Dessert Restaurants;Family Style Restaurants;Restaurants;American Restaurants,yellow_pages_1_17549,Camelback,E,2402.0,phoenix
sauce pizza & wine,"3400 E Sky Harbor Blvd,Phoenix",85034,(602) 273-3300,,Pizza;Restaurants,yellow_pages_1_17550,Sky,E,3400.0,phoenix
in-n-out burger,"34850 N North Valley Pkwy,Phoenix",85086,(800) 786-1000,http://www.in-n-out.com,American Restaurants;Fast Food Restaurants;Hamburgers & Hot Dogs;Restaurants,yellow_pages_1_17559,North,N,34850.0,phoenix
rito's mexican food inc/take,"907 N 14th St,Phoenix",85006,(602) 262-9842,http://www.ritosmexicanfood14st.com/defa...;http://ritosmexicanfood14st.com,Take Out Restaurants;Fast Food Restaurants;Latin American Restaurants;Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_17561,14Th,N,907.0,phoenix
potbelly sandwich works,"534 W McDowell Rd,Phoenix",85003,(602) 283-3267,http://www.potbelly.com,Sandwich Shops;Restaurants;Delicatessens;American Restaurants;Fast Food Restaurants,yellow_pages_1_17563,Mcdowell,W,534.0,phoenix
pizza people,"1326 N Central Ave,Phoenix",85004,(602) 795-7954,http://pizzapeopleaz.com,Pizza;Restaurants,yellow_pages_1_17565,Central,N,1326.0,phoenix
babbo italian eatery,"6855 N 16th St,Phoenix",85016,(602) 279-1500,https://babboitalian.com,Italian Restaurants;Mediterranean Restaurants;Seafood Restaurants;Restaurants,yellow_pages_1_17566,16Th,N,6855.0,phoenix
spinato's pizzeria,"5509 N 7th St,Phoenix",85014,(602) 277-0088,http://www.spinatospizza.com,Pizza;Caterers;Restaurants,yellow_pages_1_17582,7Th,N,5509.0,phoenix
ocean prime,"5455 E High St Ste 115,Phoenix",85054,(480) 347-1313,http://www.oceanprimephoenix.com,Fine Dining Restaurants;American Restaurants;Steak Houses;Seafood Restaurants;Restaurants,yellow_pages_1_17584,High,E,5455.0,phoenix
good china restaurant,"6544 W Thomas Rd Ste 38,Phoenix",85033,(623) 873-0916,,Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17588,Thomas,W,6544.0,phoenix
cadillac bar restaurant,"212 S Flores St,San Antonio",78204,(210) 223-5533,http://cadillacbar.com;http://cadillacsummer.com,Steak Houses;Take Out Restaurants;Caterers;Family Style Restaurants;Mexican Restaurants;Seafood Restaurants;Restaurants,yellow_pages_1_17595,Flores,S,212.0,san antonio
dough pizzeria napoletana,"6989 Blanco Rd,San Antonio",78216,(210) 979-6565,http://www.doughpizzeria.com,Italian Restaurants;Pizza;Take Out Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_17608,Blanco,,6989.0,san antonio
river city seafood grill & bar,"115 N Loop 1604 E # 1108,San Antonio",78232,(210) 233-6790,http://rivercityseafoodgrill.com,Seafood Restaurants;Bar & Grills;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17633,Loop 1604 E San Antonio,N,115.0,
gin's chinese restaurant,"5337 Glen Ridge Dr Ste 103,San Antonio",78229,(210) 684-7008,http://www.ginrestaurant.com;http://sachinese.org,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17634,Glen,,5337.0,san antonio
wu's kitchen,"15179 Judson Rd,San Antonio",78247,(210) 650-8888,,Restaurants,yellow_pages_1_17640,Judson,,15179.0,san antonio
jimmy's family pizza,"226 E Fest St,San Antonio",78204,(210) 212-8225,http://www.jimmyspizzasa.com,Pizza;Take Out Restaurants;Italian Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17644,Fest,E,226.0,san antonio
taqueria el charro,"4600 Blanco Rd,San Antonio",78212,(210) 340-2650,,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_17649,Blanco,,4600.0,san antonio
wingit,"5020 Seguin Rd,San Antonio",78219,(210) 900-3097,,Chicken Restaurants;Restaurants,yellow_pages_1_17650,Seguin,,5020.0,san antonio
double apple cafe inc,"5121 Fredericksburg Rd,San Antonio",78229,(210) 366-0026,http://www.doubleapplesa.com,Restaurants,yellow_pages_1_17663,Fredericksburg,,5121.0,san antonio
deco cafe filipiniana,"1933 Fredericksburg Rd,San Antonio",78201,(210) 734-3326,http://decocafefilipiniana.com,Coffee Shops;Breakfast Brunch & Lunch Restaurants;Cafeterias;Restaurants,yellow_pages_1_17665,Fredericksburg,,1933.0,san antonio
murf's better burger,"2922 West Ave,San Antonio",78201,(210) 342-1574,,Hamburgers & Hot Dogs;American Restaurants;Restaurants,yellow_pages_1_17671,West,,2922.0,san antonio
miss ellie's pizza,"903 E Bitters Rd Ste 301,San Antonio",78216,(210) 499-1258,http://www.misselliespizzaofny.com;http://www.toptenofsanantonio.com/blank.html,Pizza;Italian Restaurants;Restaurants,yellow_pages_1_17682,Bitters,E,903.0,san antonio
canyon cafe,"255 E Basse Rd,San Antonio",78209,(210) 821-3738,http://www.canyoncafe.com,Coffee Shops;American Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17684,Basse,E,255.0,san antonio
all aboard deli & bistro,"5255 McCullough Ave,San Antonio",78212,(210) 320-8230,,Delicatessens;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17687,Mccullough,,5255.0,san antonio
mariscos del puerto,"10430 Culebra Rd,San Antonio",78251,(210) 521-1400,http://mariscosdelpuerto.com,Restaurants,yellow_pages_1_17688,Culebra,,10430.0,san antonio
valentino's italian trattoria,"14357 Blanco Rd,San Antonio",78229,(210) 492-1415,http://www.valentinossa.com,Restaurants;Pizza;Take Out Restaurants;Italian Restaurants,yellow_pages_1_17690,Blanco,,14357.0,san antonio
habanero's grill,"13444 West Ave Ste 200,San Antonio",78216,(210) 499-0099,http://www.habanerosgrill.com,Mexican Restaurants;Bar & Grills;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_17691,West,,13444.0,san antonio
taqueria vallarta,"8234 Broadway St,San Antonio",78209,(210) 829-0180,http://www.taqueriasvallarta.com,Mexican Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_17702,Broadway,,8234.0,san antonio
chuy's,"8438 State Highway 151,San Antonio",78245,(210) 645-7208,http://www.chuys.com,Mexican Restaurants;Restaurants;Take Out Restaurants,yellow_pages_1_17705,State Highway 151,,8438.0,san antonio
the cookhouse,"720 E Mistletoe Ave,San Antonio",78212,(210) 320-8211,,Creole & Cajun Restaurants;Restaurants,yellow_pages_1_17708,Mistletoe,E,720.0,san antonio
puppies pizza,"7115 Blanco Rd,San Antonio",78216,(210) 366-4000,http://puppiespizzasa.com,Pizza;Seafood Restaurants;Restaurants,yellow_pages_1_17709,Blanco,,7115.0,san antonio
beijing restaurant,"13730 Embassy Row,San Antonio",78216,(210) 496-9858,http://www.beijingsa.com,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17712,Embassy,,13730.0,san antonio
los oya's mexican restaurant,"13444 West Ave,San Antonio",78216,(210) 495-5999,,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_17723,West,,13444.0,san antonio
taqueria del gallo de jalisco,"3615 West Ave,San Antonio",78213,(210) 342-4855,,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_17735,West,,3615.0,san antonio
bakery lorraine,"306 Pearl Pkwy # 110,San Antonio",78215,(210) 862-5582,http://bakerylorraine.com,Dessert Restaurants;Restaurants,yellow_pages_1_17737,Pearl,,306.0,
gorditas dona tota authentic,"7053 San Pedro Ave,San Antonio",78216,(210) 375-0005,http://www.donatota.com,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_17739,San Pedro,,7053.0,san antonio
bohanan's prime steaks and seafood,"219 E Houston St,San Antonio",78205,(210) 472-2600,http://www.bohanans.com,Steak Houses;Caterers;Banquet Halls & Reception Facilities;Seafood Restaurants;Barbecue Restaurants;Restaurants,yellow_pages_1_17751,Houston,E,219.0,san antonio
chester's hamburger co,"16609 San Pedro Ave,San Antonio",78232,(210) 494-3333,,Hamburgers & Hot Dogs;American Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_17752,San Pedro,,16609.0,san antonio
de novo,"100 Villita St,San Antonio",78205,(210) 225-1234,,Restaurants,yellow_pages_1_17754,Villita,,100.0,san antonio
munchies,"1822 N Zarzamora St,San Antonio",78201,(210) 314-6707,,American Restaurants;Barbecue Restaurants;Restaurants,yellow_pages_1_17757,Zarzamora,N,1822.0,san antonio
fajita express mexican grill,"10531 Culebra Rd,San Antonio",78251,(210) 520-0355,http://fajitaexpresstx.com,Restaurants,yellow_pages_1_17764,Culebra,,10531.0,san antonio
boiler house,"312 Pearl Pkwy,San Antonio",78215,(210) 354-4644,http://www.boilerhousesa.com,American Restaurants;Bars;Night Clubs;Restaurants,yellow_pages_1_17765,Pearl,,312.0,san antonio
