name,address,zip,phone,website,cuisine,id,road_name,road_dir,road_number,city
vn bistro,"9910 W Loop 1604 Ste 101,San Antonio",78254.0,(210) 520-5630,,Vietnamese,yelp_3_6680,Loop 1604,W,9910.0,san antonio
pugel’s,"3502 N Saint Mary's St,San Antonio",78212.0,(210) 467-5062,,American (Traditional);Hot Dogs,yelp_3_6681,Saint Mary'S,N,3502.0,san antonio
thai restaurant,"1709 Babcock Rd,San Antonio",78229.0,(210) 341-0606,thairestaurantsatx.com,Thai,yelp_3_6683,Babcock,,1709.0,san antonio
river tree bistro,"16350 Blanco Rd Ste 103,San Antonio",78232.0,(210) 493-1300,rivertreecuisine.com,Sandwiches;Salad;Burgers,yelp_3_6684,Blanco,,16350.0,san antonio
luther’s cafe,"1422 N Main Ave,San Antonio",78212.0,(210) 223-7727,lutherscafe.com,Burgers,yelp_3_6685,Main,N,1422.0,san antonio
capos pizza,"17676 Blanco Rd Ste 400,San Antonio",78232.0,(210) 362-1901,capospizzasa.com,Pizza,yelp_3_6686,Blanco,,17676.0,san antonio
over bar & grill,"7905 Bandera Rd,San Antonio",78250.0,(210) 455-3037,overbarandgrill.com,Bars;American (Traditional),yelp_3_6688,Bandera,,7905.0,san antonio
little italy restaurant,"824 Afterglow St,San Antonio",78216.0,(210) 349-2060,thelittleitalysanantonio.com,Italian,yelp_3_6691,Afterglow,,824.0,san antonio
pasha mediterranean grill,"9339 Wurzbach Rd,San Antonio",78240.0,(210) 561-5858,gopasha.com,Mediterranean,yelp_3_6695,Wurzbach,,9339.0,san antonio
garbanzo mediterranean grill,"11075 W IH-10 W Ste 306,San Antonio",78230.0,(210) 572-4382,,Mediterranean;Gluten-Free,yelp_3_6697,Ih- 10 W,W,11075.0,san antonio
the cheesecake factory,"15900 La Cantera Parkway Suite 24100,San Antonio",78256.0,(210) 558-1900,thecheesecakefactory.com,Desserts;American (Traditional),yelp_3_6699,La Cantera,,15900.0,san antonio
sushihana japanese restaurant,"1810 NW Military Hwy,San Antonio",78213.0,(210) 340-7808,sushihanasan.com,Japanese;Sushi Bars,yelp_3_6700,Military,NW,1810.0,san antonio
el taco tote,"9502 I H 10 W Ste 102,San Antonio",78230.0,(210) 593-1533,,Mexican,yelp_3_6701,H W Interstate 10,,9502.0,san antonio
mon thai bistro and sushi bar,"4901 Broadway St,San Antonio",78209.0,(210) 822-3253,monsthai.com,Thai;Sushi Bars,yelp_3_6703,Broadway,,4901.0,san antonio
panera bread,"999 E Basse Road,San Antonio",78209.0,(210) 822-7000,panerabread.com,Sandwiches;Salad;Soup,yelp_3_6704,Basse,E,999.0,san antonio
gilberts restaurant,"8161 Latigo Plz,San Antonio",78227.0,(210) 673-2990,,Tex-Mex,yelp_3_6705,Latigo,,8161.0,san antonio
china sun restaurant,"4107 Naco Perrin Blvd,San Antonio",78217.0,(210) 646-0939,chinasun.biz,Chinese;Vietnamese,yelp_3_6706,Naco Perrin,,4107.0,san antonio
los roberto’s taco shop,"6446 NW Loop 410,San Antonio",78238.0,(210) 509-7171,losrobertostacoshop.com,Mexican,yelp_3_6707,Loop 410,NW,6446.0,san antonio
munchies...it’s all good,"1822 N Zarzamora St,San Antonio",78201.0,(210) 314-6707,,Barbeque;Burgers,yelp_3_6710,Zarzamora,N,1822.0,san antonio
madhatter’s tea house & cafe,"320 Beauregard St,San Antonio",78204.0,(210) 212-4832,madhatterstea.com,Coffee & Tea;Sandwiches;Breakfast & Brunch,yelp_3_6712,Beauregard,,320.0,san antonio
big lou’s pizza,"2048 S Ww White Rd,San Antonio",78222.0,(210) 337-0707,biglouspizzaonline.com,Pizza,yelp_3_6713,Ww White,S,2048.0,san antonio
bavarian restaurant,"5512 Fm 78,San Antonio",78219.0,(210) 662-7500,,German,yelp_3_6714,Fm 78,,5512.0,san antonio
el mirador,"722 S St. Marys St,San Antonio",78205.0,(210) 225-9444,elmiradorrestaurant.com,Mexican,yelp_3_6715,St Marys,S,722.0,san antonio
cracker barrel old country store,"6330 N Ih 35,San Antonio",78218.0,(210) 599-8080,crackerbarrel.com,American (Traditional);Breakfast & Brunch;Gift Shops,yelp_3_6716,Ih 35,N,6330.0,san antonio
kobe japanese steak house,"1007 NW Lp 410,San Antonio",78213.0,(210) 524-9333,kobesa.com,Japanese,yelp_3_6717,Lp 410,NW,1007.0,san antonio
salsas mexican restaurant,"5929 Rittiman Rd,San Antonio",78218.0,(210) 646-6696,,Mexican,yelp_3_6718,Rittiman,,5929.0,san antonio
taste of thailand restaurant,"9502 Potranco Rd,San Antonio",78251.0,(210) 647-7400,,Thai;Chinese,yelp_3_6719,Potranco,,9502.0,san antonio
thai basil,"5136 Fredericksburg Rd,San Antonio",78229.0,(210) 442-8441,thaibasilsanantonio.com,Thai,yelp_3_6720,Fredericksburg,,5136.0,san antonio
las sabrosas de guanajuato,"6825 San Pedro,San Antonio",78216.0,(210) 785-9211,,Mexican,yelp_3_6721,San Pedro,,6825.0,san antonio
kona grill,"The Shops at La Cantera 15900 LaCantera Pkwy,San Antonio",78256.0,(210) 877-5355,konagrill.com,Sushi Bars;American (New),yelp_3_6724,The Shops At La Cantera Lacantera,,-1.0,san antonio
cristiana’s tacos,"4413 Rittiman Rd,San Antonio",78218.0,(210) 590-4234,,Mexican,yelp_3_6725,Rittiman,,4413.0,san antonio
lorenzo’s italian restaurant,"8032 Fredericksburg Rd,San Antonio",78229.0,(210) 692-9900,lorenzosristorante.com,Italian;Pizza,yelp_3_6726,Fredericksburg,,8032.0,san antonio
sichuan house,"3505 Wurzbach Rd Ste 102,San Antonio",78238.0,(210) 509-9999,,Szechuan;Asian Fusion;Tapas/Small Plates,yelp_3_6729,Wurzbach,,3505.0,san antonio
delicious garden,"2815 N Loop 1604 E Ste 115,San Antonio",78232.0,(210) 490-3399,,Asian Fusion;Szechuan;Thai,yelp_3_6731,Loop 1604 E,N,2815.0,san antonio
taste of india,"5999 De Zavala Rd Ste 109,San Antonio",78249.0,(210) 561-4409,,Indian,yelp_3_6732,De Zavala,,5999.0,san antonio
tealicious cafe,"9234 N 1604 W,San Antonio",78249.0,(210) 647-7455,tealiciouscafe.com,Bubble Tea;Cafes,yelp_3_6733,1604,N,9234.0,san antonio
franco’s italian restaurant and lounge,"10003 NW Military Hwy,San Antonio",78230.0,(210) 479-7772,francos-sa.com,Italian;Lounges,yelp_3_6735,Military,NW,10003.0,san antonio
54th street,"5722 NW Loop 1604,San Antonio",78251.0,(210) 684-0054,54thstreetgrill.com,American (New);Bars,yelp_3_6736,Loop 1604,NW,5722.0,san antonio
santos cafe,"1005 Jackson Keller Rd,San Antonio",78216.0,(210) 348-9899,,Cafes,yelp_3_6737,Jackson Keller,,1005.0,san antonio
el milagrito café,"521 E Woodlawn Ave,San Antonio",78212.0,(210) 737-8646,elmilagritocafe.com,Mexican;Tex-Mex;Breakfast & Brunch,yelp_3_6738,Woodlawn,E,521.0,san antonio
mamacita’s restaurant & cantina,"8030 IH 10 W,San Antonio",78230.0,(210) 341-5424,mamacitas.com,Tex-Mex,yelp_3_6739,Ih 10 W,,8030.0,san antonio
panchito’s restaurants,"1705 S Zarzamora St,San Antonio",78207.0,(210) 226-9998,panchitos.net,Mexican,yelp_3_6740,Zarzamora,S,1705.0,san antonio
tre trattoria,"4003 Broadway,San Antonio",78209.0,(210) 805-0333,tretrattoria.com,Italian,yelp_3_6741,Broadway,,4003.0,san antonio
cover 3,"1806 NW Loop 1604,San Antonio",78248.0,(210) 479-9700,cover-3.com,American (New);Sports Bars,yelp_3_6742,Loop 1604,NW,1806.0,san antonio
cosi,"17503 La Cantera Pkwy,San Antonio",78257.0,(210) 558-1040,getcosi.com,Fast Food;Sandwiches,yelp_3_6743,La Cantera,,17503.0,san antonio
cholula’s,"10124 Broadway St,San Antonio",78217.0,(210) 824-0671,,Mexican,yelp_3_6746,Broadway,,10124.0,san antonio
el paraiso de mexico,"7222 Blanco Rd,San Antonio",78216.0,(210) 348-8880,,Mexican,yelp_3_6747,Blanco,,7222.0,san antonio
nao,"312 Pearl Pkwy,San Antonio",78215.0,(210) 554-6484,naorestaurant.com,Latin American,yelp_3_6749,Pearl,,312.0,san antonio
garlic jim’s,"8802 Potranco Ste 111,San Antonio",78251.0,(210) 521-5467,garlicjims.com,Pizza,yelp_3_6751,Potranco,,8802.0,san antonio
chongco thai rice & noodle,"8503 Broadway St,San Antonio",78217.0,(210) 826-2288,chongcothai.com,Thai,yelp_3_6752,Broadway,,8503.0,san antonio
cadillac bar restaurant,"212 S Flores St,San Antonio",78204.0,(210) 223-5533,sawhost.com/cadillac/index.ht…,Mexican,yelp_3_6755,Flores,S,212.0,san antonio
zoës kitchen,"11225 Huebner Ste 105,San Antonio",78230.0,(210) 558-3651,zoeskitchen.com,Mediterranean;Greek;Southern,yelp_3_6756,Huebner,,11225.0,san antonio
teppanyaki grill & buffet,"6719 NW Loop 410,San Antonio",78238.0,(210) 520-0588,teppanyakibuffet.com,Buffets;Chinese;Teppanyaki,yelp_3_6757,Loop 410,NW,6719.0,san antonio
poppys pizza,"7115 Blanco Rd Ste 107,San Antonio",78216.0,(210) 366-4000,poppyspizzasa.com,Pizza,yelp_3_6758,Blanco,,7115.0,san antonio
zedric’s,"9873 IH-10 W,San Antonio",78230.0,(210) 541-0404,zedrics.com,Gluten-Free,yelp_3_6760,Ih- 10 W,,9873.0,san antonio
candy’s old fashion,"115 S Flores St,San Antonio",78204.0,(210) 222-9659,candysburgers.com,Diners;Burgers,yelp_3_6761,Flores,S,115.0,san antonio
tilo tex mex mexican restaurant,"12403 West Ave,San Antonio",78216.0,(210) 342-4040,tilotexmex.com,Mexican,yelp_3_6762,West,,12403.0,san antonio
la chinita’s restaurant,"1012 Avondale Ave,San Antonio",78223.0,(210) 534-8010,lachinitas.com,Chinese;Mexican,yelp_3_6765,Avondale,,1012.0,san antonio
sushi zushi,"9867 W I-10,San Antonio",78230.0,(210) 691-3332,sushizushi.com,Sushi Bars;Japanese,yelp_3_6766,Highway 10,W,9867.0,san antonio
cappy’s restaurant,"5011 Broadway St,San Antonio",78209.0,(210) 828-9669,cappysrestaurant.com,American (New),yelp_3_6767,Broadway,,5011.0,san antonio
gin chinese restaurant,"5337 Glen Ridge Dr Ste 103,San Antonio",78229.0,(210) 684-7008,,Chinese,yelp_3_6768,Glen,,5337.0,san antonio
thai chili,"2950 Thousand Oaks Dr Ste 10,San Antonio",78247.0,(210) 656-8589,thousandoaks.thaichili.net,Thai,yelp_3_6769,Thousand Oaks,,2950.0,san antonio
grumpy’s mexican cafe,"18816 FM 2252,San Antonio",78266.0,(210) 651-3444,,Mexican,yelp_3_6771,Fm 2252,,18816.0,san antonio
willie’s grill & icehouse,"15801 San Pedro Ave,San Antonio",78232.0,(210) 490-9220,williesgrillandicehouse.com,Burgers;American (Traditional);Sandwiches,yelp_3_6772,San Pedro,,15801.0,san antonio
longhorn steakhouse,"7439 San Pedro Ave,San Antonio",78216.0,(210) 348-5724,longhornsteakhouse.com,Steakhouses;American (Traditional),yelp_3_6773,San Pedro,,7439.0,san antonio
spaghetti warehouse,"1226 E. Houston St.,San Antonio",78205.0,(210) 299-1114,,Italian,yelp_3_6774,Houston,E,1226.0,san antonio
the luxury,"103 E Jones Ave,San Antonio",78215.0,(210) 354-2274,,American (New),yelp_3_6778,Jones,E,103.0,san antonio
los tacos gueros,"20323 Huebner,San Antonio",78258.0,(210) 495-4300,lostacosgueros.com,Mexican,yelp_3_6783,Huebner,,20323.0,san antonio
urban taco,"290 E Basse Ste 105,San Antonio",78209.0,(210) 332-5149,urban-taco.com,Mexican,yelp_3_6784,Basse,E,290.0,san antonio
wiseguys a chicago eatery,"441 W Nakoma,San Antonio",78216.0,(210) 248-9609,,Hot Dogs;Sandwiches,yelp_3_6785,Nakoma,W,441.0,san antonio
piatti,"255 E Basse St Ste 500,San Antonio",78209.0,(210) 832-0300,piatti.com,Italian,yelp_3_6790,Basse,E,255.0,san antonio
spring chinese cuisine & pho,"3830 N Loop 1604 E Ste 101,San Antonio",78247.0,(210) 714-7206,eatspring.com,Asian Fusion;Chinese;Thai,yelp_3_6792,Loop 1604 E,N,3830.0,san antonio
mittman fine foods,"1125 S Mittman St,San Antonio",78210.0,(210) 532-3318,,American (Traditional);Tex-Mex,yelp_3_6793,Mittman,S,1125.0,san antonio
maria’s cafe,"1105 Nogalitos,San Antonio",78204.0,(210) 227-7005,,Mexican;Cafes,yelp_3_6794,Nogalitos,,1105.0,san antonio
la gloria,"21819 IH-10,San Antonio",78257.0,(210) 265-3315,chefjohnnyhernandez.com,Mexican,yelp_3_6795,Ih- 10,,21819.0,san antonio
el bucanero,"13802 Embassy Row,San Antonio",78216.0,(210) 333-0909,elbucanerosa.com,Seafood,yelp_3_6796,Embassy,,13802.0,san antonio
rolando’s super taco no 2,"93 Shasta Ave,San Antonio",78221.0,(210) 927-9449,,Mexican,yelp_3_6798,Shasta,,93.0,san antonio
tarka indian kitchen,"427 N Loop 1604 W Ste 101,San Antonio",78232.0,(210) 499-0982,tarkaindiankitchen.com,Indian,yelp_3_6799,Loop 1604 W,N,427.0,san antonio
la barca de jalisco,"606 Steves Ave,San Antonio",78210.0,(210) 534-3111,,Mexican,yelp_3_6801,Steves,,606.0,san antonio
saltgrass steak house,"502 River Walk St,San Antonio",78205.0,(210) 222-9092,saltgrass.com,Steakhouses;Gluten-Free,yelp_3_6802,River,,502.0,san antonio
sandwich de paris,"7220 Louis Pasteur Dr Ste 142,San Antonio",78229.0,(210) 692-3429,,Sandwiches,yelp_3_6803,Louis Pasteur,,7220.0,san antonio
silo elevated cuisine & bar,"1133 Austin Hwy,San Antonio",78209.0,(210) 824-8686,siloelevatedcuisine.com,American (New);Lounges,yelp_3_6804,Austin,,1133.0,san antonio
garden tea lounge,"2375 NW Military Hwy,San Antonio",78231.0,(210) 308-8327,craftiquesmall.com/garden-tea…,Tea Rooms;Sandwiches,yelp_3_6805,Military,NW,2375.0,san antonio
nicha’s comida mexicana,"3119 Roosevelt Ave,San Antonio",78214.0,(210) 922-3330,,Mexican,yelp_3_6806,Roosevelt,,3119.0,san antonio
john the greek,"16602 San Pedro Ave,San Antonio",78232.0,(210) 403-0565,johnthegreek.com,Mediterranean;Greek,yelp_3_6807,San Pedro,,16602.0,san antonio
mexican manhattan,"110 Soledad St,San Antonio",78205.0,(210) 223-3913,mexicanmanhattan.com,Mexican,yelp_3_6808,Soledad,,110.0,san antonio
dahlia thai cuisine,"8498 Fredericksburg Rd,San Antonio",78229.0,(210) 233-1237,,Thai,yelp_3_6812,Fredericksburg,,8498.0,san antonio
beijing house,"11403 Oconnor Rd # 101,San Antonio",78233.0,(210) 599-8989,Bjinghouse.Com,Chinese,yelp_3_6814,Oconnor,,11403.0,
alchemy kombucha and culture,"1123 N Flores,San Antonio",78212.0,(210) 320-1168,alchemysanantonio.com,Vegetarian;American (New);Vegan,yelp_3_6815,Flores,N,1123.0,san antonio
mimi’s barbacoa and tamales y mas,"10918 Wurzbach Rd,San Antonio",78230.0,(210) 558-6008,,Mexican,yelp_3_6816,Wurzbach,,10918.0,san antonio
fig tree restaurant,"515 Villita St,San Antonio",78205.0,(210) 224-1976,dine.figtreerestaurant.com,American (New);French,yelp_3_6817,Villita,,515.0,san antonio
apetitos mexican restaurant,"1615 Meadow Way,San Antonio",78227.0,(210) 675-8020,apetitosmexicanrestaurant.com,Mexican;Tex-Mex,yelp_3_6819,Meadow,,1615.0,san antonio
boiler house texas grill & wine garden,"312 Pearl Pkwy. Bldg. 3,San Antonio",78215.0,(210) 354-4644,boilerhousesa.com,American (New);Breakfast & Brunch;Wine Bars,yelp_3_6820,Pearl,,312.0,san antonio
sushiholic,"11619 Bandera Rd Ste 102,San Antonio",78250.0,(210) 523-8888,,Sushi Bars,yelp_3_6821,Bandera,,11619.0,san antonio
saveurs 209,"209 Broadway St,San Antonio",78205.0,(210) 223-0209,saveurs209.com,French,yelp_3_6822,Broadway,,209.0,san antonio
formosa garden,"1011 N.E. Loop 410,San Antonio",78209.0,(210) 828-9988,formosagarden.com,Chinese,yelp_3_6826,N.E,,1011.0,san antonio
moroccan bites,"5714 Evers Rd,San Antonio",78238.0,(210) 706-9700,moroccanbitescuisine.com,Moroccan,yelp_3_6827,Evers,,5714.0,san antonio
mama margies mexican restaurant,"9950 Interstate 10 Frontage Rd,San Antonio",78230.0,(210) 561-0400,mamamargies.com,Mexican;Breakfast & Brunch,yelp_3_6830,Frontage Interstate 10,,9950.0,san antonio
longhorn cafe,"17625 Blanco Rd,San Antonio",78232.0,(210) 492-0301,thelonghorncafe.com,Burgers;Sandwiches,yelp_3_6831,Blanco,,17625.0,san antonio
scuzzi’s italian grill,"4035 N Lp 1604 W Ste 102,San Antonio",78257.0,(210) 493-8884,scuzzisitaliangrill.com,Italian,yelp_3_6833,Lp 1604 W,N,4035.0,san antonio
herb & pickle,"21 Spurs Ln,San Antonio",78240.0,(210) 558-3930,herbnpickle.com,Delis;Breakfast & Brunch;Sandwiches,yelp_3_6834,Spurs,,21.0,san antonio
thousand oaks café,"4334 Thousand Oaks Dr,San Antonio",78217.0,(210) 653-8058,,Mexican,yelp_3_6835,Thousand Oaks,,4334.0,san antonio
wahkee chinese seafood restaurant,"18360 Blanco Rd Ste 122,San Antonio",78258.0,(210) 497-6669,,Chinese;Seafood,yelp_3_6836,Blanco,,18360.0,san antonio
route 7,"11510 S US Hwy 281,San Antonio",78221.0,(210) 627-2466,route7grill281.com,Burgers;Chicken Wings,yelp_3_6837,Us Highway 281,S,11510.0,san antonio
angel’s mexican haven,"2302 E Commerce St,San Antonio",78203.0,(210) 224-4500,,Mexican,yelp_3_6838,Commerce,E,2302.0,san antonio
willy b’s pizza,"136 E Main Plz,San Antonio",78205.0,(210) 223-4880,,Pizza,yelp_3_6839,Main,E,136.0,san antonio
acenar,"146 E Houston St,San Antonio",78205.0,(210) 222-2362,acenar.com,Mexican,yelp_3_6840,Houston,E,146.0,san antonio
taco haven,"1032 S Presa St,San Antonio",78210.0,(210) 533-2171,tacohavenpresa.com,Mexican;Cocktail Bars,yelp_3_6841,Presa,S,1032.0,san antonio
sizzling wok,"17700 San Pedro Ave Ste 430,San Antonio",78232.0,(210) 495-3888,sizzlingwok.info,Chinese;Thai,yelp_3_6842,San Pedro,,17700.0,san antonio
sonia’s restaurante mexicano,"10447 Nacogdoches Rd,San Antonio",78217.0,(210) 653-9092,,Mexican,yelp_3_6843,Nacogdoches,,10447.0,san antonio
pancake joe’s,"1011 Donaldson Ave,San Antonio",78228.0,(210) 785-9007,,Breakfast & Brunch,yelp_3_6845,Donaldson,,1011.0,san antonio
the original blanco cafe,"419 N St Marys St,San Antonio",78205.0,(210) 271-3300,blancocafe.net,Mexican,yelp_3_6848,St Marys,N,419.0,san antonio
papouli’s greek grill,"255 E Basse Rd Ste 384,San Antonio",78209.0,(210) 804-1118,papoulis.com,Greek,yelp_3_6851,Basse,E,255.0,san antonio
chama gaucha brazilian steakhouse,"18318 Sonterra Pl,San Antonio",78258.0,(210) 564-9400,chamagaucha.com,Steakhouses;Brazilian,yelp_3_6852,Sonterra,,18318.0,san antonio
rib house b q restaurant,"757 W Old US Hwy 90,San Antonio",78237.0,(210) 433-1916,,Barbeque;Soul Food,yelp_3_6853,Old Us Highway 90,W,757.0,san antonio
guadalajara grill,"301 S Alamo St,San Antonio",78205.0,(210) 222-1992,guadalajaragrill.us,Mexican,yelp_3_6855,Alamo,S,301.0,san antonio
la playa seafood,"3343 West Ave,San Antonio",78213.0,(210) 340-2762,,Seafood,yelp_3_6856,West,,3343.0,san antonio
wetmore deli,"13465 Wetmore Rd,San Antonio",78247.0,(210) 494-3801,wetmoredeli.com,Delis;Salad;Sandwiches,yelp_3_6857,Wetmore,,13465.0,san antonio
stella public house,"1414 S Alamo St Ste 103,San Antonio",78210.0,(210) 277-7047,stellapublichouse.com,Pizza;American (New),yelp_3_6858,Alamo,S,1414.0,san antonio
pizza italia,"3023 Thousand Oaks Dr,San Antonio",78247.0,(210) 494-8646,pizzaitaliasa.com/index2.html,Pizza;Italian,yelp_3_6859,Thousand Oaks,,3023.0,san antonio
tang street chinese restaurant,"16111 San Pedro Ave,San Antonio",78232.0,(210) 490-1788,tangst.com,Chinese,yelp_3_6860,San Pedro,,16111.0,san antonio
in-n-out,"8202 N  IH-35,San Antonio",78239.0,(800) 786-1000,in-n-out.com,Burgers,yelp_3_6861,Ih- 35,N,8202.0,san antonio
las chiladas,"2387 NW Military Hwy,San Antonio",78231.0,(210) 308-5897,laschiladas.com,Mexican,yelp_3_6863,Military,NW,2387.0,san antonio
sultan cafe and grill,"5625 Babcock Rd,San Antonio",78240.0,(210) 641-5544,,Nightlife;Middle Eastern,yelp_3_6864,Babcock,,5625.0,san antonio
lord’s kitchen,"118 Seguin St,San Antonio",78208.0,(210) 354-3888,thelordskitchen.net,Burgers,yelp_3_6866,Seguin,,118.0,san antonio
fire wok,"11075 Interstate 10,San Antonio",78230.0,(210) 691-0880,firewok.com,Asian Fusion;Japanese;Thai,yelp_3_6867,Interstate 10,,11075.0,san antonio
sorrento pizza & restaurant,"5146 Broadway St,San Antonio",78209.0,(210) 824-0055,sorrentopizzeria.com,Pizza;Italian,yelp_3_6868,Broadway,,5146.0,san antonio
wing stop,"502 Embassy Oaks,San Antonio",78216.0,(210) 499-4647,wingstop.com,Chicken Wings,yelp_3_6869,Embassy Oaks,,502.0,san antonio
la posada del rey,"1896 Nacogdoches Rd,San Antonio",78209.0,(210) 828-5666,laposadadelrey.com,Mexican,yelp_3_6872,Nacogdoches,,1896.0,san antonio
godai,"11203 West Ave,San Antonio",78288.0,(210) 348-6781,godaisushi.com,Sushi Bars;Japanese,yelp_3_6874,West,,11203.0,san antonio
picnikins patio cafe,"5811 University Heights Blvd,San Antonio",78249.0,(210) 236-5134,picnikinspatiocafe.com,Cafes;American (New);Sandwiches,yelp_3_6875,University,,5811.0,san antonio
uncle barney’s old fashion hamburgers,"7015 Ih 35 S,San Antonio",78224.0,(210) 922-6602,,Burgers,yelp_3_6876,Ih 35 S,,7015.0,san antonio
teka molino 2,"1007 Rittiman Rd Ste 101,San Antonio",78218.0,(210) 257-5514,tekamolino.com,Tex-Mex;Mexican,yelp_3_6878,Rittiman,,1007.0,san antonio
ray’s pizzaria,"7214 Blanco Rd,San Antonio",78216.0,(210) 348-9090,rayspizzaria.com,Pizza,yelp_3_6879,Blanco,,7214.0,san antonio
casa de rosa cafe,"1120 Basse Rd,San Antonio",78212.0,(210) 733-3414,,Restaurants,yelp_3_6881,Basse,,1120.0,san antonio
casa del kabob,"1057 SW Military Dr,San Antonio",78221.0,(210) 921-1200,,Middle Eastern,yelp_3_6883,Military,SW,1057.0,san antonio
bombay hall,"8783 Wurzbach Rd,San Antonio",78240.0,(210) 691-5900,bombayhall.com,Indian;Buffets,yelp_3_6884,Wurzbach,,8783.0,san antonio
bakery lorraine,"306 Pearl Pkwy Ste 110,San Antonio",78215.0,(210) 862-5582,bakerylorraine.com,Bakeries;Desserts;Breakfast & Brunch,yelp_3_6885,Pearl,,306.0,san antonio
sawasdee thai cuisine,"6407 Blanco Rd,San Antonio",78216.0,(210) 979-9110,sawasdeesa.com,Thai,yelp_3_6887,Blanco,,6407.0,san antonio
murf’s better burger,"2922 West Ave,San Antonio",78201.0,(210) 342-1574,,Burgers,yelp_3_6888,West,,2922.0,san antonio
aspen’s brew,"11255 Huebner Rd Ste 100,San Antonio",78230.0,(210) 561-5551,aspensbrewcoffee.com,Coffee & Tea;Breakfast & Brunch;Sandwiches,yelp_3_6891,Huebner,,11255.0,san antonio
eddie’s taco house,"402 W Cevallos,San Antonio",78204.0,(210) 222-2400,,Mexican,yelp_3_6893,Cevallos,W,402.0,san antonio
willie’s grill & icehouse,"4051 N Loop 1604 W,San Antonio",78257.0,(210) 493-4333,williesrestaurants.com,American (New),yelp_3_6894,Loop 1604 W,N,4051.0,san antonio
ramon’s taco house,"11319 West Ave,San Antonio",78213.0,(210) 281-4631,ramonstacohouse.com,Tex-Mex;Barbeque,yelp_3_6895,West,,11319.0,san antonio
texas hamburger company,"9010 Huebner Rd,San Antonio",78240.0,(210) 699-1189,texhamco.com,Burgers,yelp_3_6896,Huebner,,9010.0,san antonio
paesanos riverwalk,"Southbank Center, River Level 111 W Crockett, Ste 101,San Antonio",78205.0,(210) 227-2782,paesanosriverwalk.com,Italian;Greek;Mediterranean,yelp_3_6898,Southbank,,-1.0,san antonio
piatti,"17803 La Cantera Terrace Bldg 7,San Antonio",78256.0,(210) 251-3542,piatti.com,Italian,yelp_3_6899,La Cantera,,17803.0,san antonio
fralo’s art of pizza,"23651 IH 10 W,San Antonio",78257.0,(210) 698-6616,fralos.com,Pizza,yelp_3_6900,Ih 10 W,,23651.0,san antonio
las tapatias de jalisco,"1506 S Saint Mary's St,San Antonio",78210.0,(210) 532-8800,,Mexican,yelp_3_6902,Saint Mary'S,S,1506.0,san antonio
wingit,"5020 Old Seguin Rd,San Antonio",78219.0,(210) 900-3097,,Food Delivery Services;Chicken Wings,yelp_3_6907,Old Seguin,,5020.0,san antonio
china inn,"2241 NW Military Hwy,San Antonio",78213.0,(210) 308-8277,,Chinese,yelp_3_6909,Military,NW,2241.0,san antonio
royal pizza,"4415 De Zavala Rd,San Antonio",78249.0,(210) 399-2220,royalpizzasanantonio.com,Pizza;Italian;Sandwiches,yelp_3_6910,De Zavala,,4415.0,san antonio
cerroni’s purple garlic,"1017 Austin Hwy,San Antonio",78209.0,(210) 822-2300,cerronispurplegarlic.com,Italian;Pizza;Sandwiches,yelp_3_6912,Austin,,1017.0,san antonio
chapala taco house,"1363 Austin Hwy,San Antonio",78209.0,(210) 829-4111,,Mexican,yelp_3_6913,Austin,,1363.0,san antonio
hofbrau at the rim,"18403 Interstate Hwy 10,San Antonio",78257.0,(210) 877-1500,hofbraurim.com,Bars;American (New),yelp_3_6916,Highway 10,,18403.0,san antonio
salsita’s,"5130 Broadway St,San Antonio",78209.0,(210) 826-4900,,Mexican,yelp_3_6917,Broadway,,5130.0,san antonio
timbos,"1639 Broadway St,San Antonio",78215.0,(210) 223-1028,timbosburgers.com,Burgers,yelp_3_6918,Broadway,,1639.0,san antonio
tre enoteca,"555 W Bitters Rd,San Antonio",78216.0,(210) 496-0555,,Wine Bars;Italian,yelp_3_6919,Bitters,W,555.0,san antonio
nosh,"1133 Austin Hwy,San Antonio",78209.0,(210) 824-8686,noshsa.com/nosh,American (New),yelp_3_6920,Austin,,1133.0,san antonio
thundercloud subs,"1901 Nacogdoches Rd Ste 103,San Antonio",78209.0,(210) 828-7775,thundercloud.com,Delis;Salad;Sandwiches,yelp_3_6922,Nacogdoches,,1901.0,san antonio
texas land & cattle,"201 N. St. Mary's,San Antonio",78205.0,(210) 222-2263,texaslandandcattle.com,Steakhouses;Seafood;American (Traditional),yelp_3_6923,St Mary'S,N,201.0,san antonio
pho hong phat,"6180 Wurzbach Rd,San Antonio",78240.0,(210) 523-2888,pho.com,Vietnamese,yelp_3_6925,Wurzbach,,6180.0,san antonio
ruthie’s,"11423 W Ave,San Antonio",78213.0,(210) 308-0253,,Mexican;Breakfast & Brunch,yelp_3_6926,W,,11423.0,san antonio
vegeria vegan restaurant,"8407 Broadway Ste 1,San Antonio",78209.0,(210) 826-4223,myvegeria.com,Tex-Mex;Vegetarian,yelp_3_6927,Broadway,,8407.0,san antonio
chris madrids,"1900 Blanco Rd,San Antonio",78212.0,(210) 735-3552,chrismadrids.com,Burgers,yelp_3_6930,Blanco,,1900.0,san antonio
aldino cucina italiano,"1203 N Loop 1604 W,San Antonio",78258.0,(210) 340-0000,aldinos.com,Italian,yelp_3_6934,Loop 1604 W,N,1203.0,san antonio
