name,phone,address,zip,cuisine,website,id,road_name,road_dir,road_number,city
Pappadeaux Seafood Kitchen,(214) 521-4700,3520 Oak Lawn Ave,75219,Cajun/Creole,,yelp_2_1044,Oak Lawn,,3520.0,
Taqueria El Paisano No 1,(214) 352-1259,2911 Lombardy LnSte 101,75220,Mexican,,yelp_2_1046,Lombardy Lnste 101,,2911.0,
Torchy’s Tacos,(214) 379-1550,14760 Preston RdSte 124,75254,Mexican,,yelp_2_1047,Preston Rdste 124,,14760.0,
Souk,(469) 458-2233,3011 Gulden LnSte 114,75212,Moroccan,,yelp_2_1051,Gulden Lnste 114,,3011.0,
Dream Cafe,(214) 954-0486,2800 Routh StSte 170,75201,Breakfast & Brunch,,yelp_2_1052,Routh Stste 170,,2800.0,
Greenville Avenue Pizza Company,(214) 826-5404,1923 Greenville Ave,75206,"Pizza,Pizza",,yelp_2_1053,Greenville,,1923.0,
Nick and Sam’s Grill,(214) 379-1111,8111 Preston RdSte 150,75225,American (New),,yelp_2_1054,Preston Rdste 150,,8111.0,
Fireside Pies,(214) 357-3800,7709 Inwood Rd,75209,Pizza,,yelp_2_1058,Inwood,,7709.0,
Salum Restaurant,(214) 252-9604,4152 Cole AveSte 103,75204,American (New),,yelp_2_1063,Cole Aveste 103,,4152.0,
C Senor,(214) 941-4766,330 W Davis St,75208,Cuban,,yelp_2_1065,Davis,W,330.0,
Jen’s Place,(972) 991-3663,4455 Alpha Rd,75244,Sandwiches,,yelp_2_1066,Alpha,,4455.0,
El Corazon de Tejas,(214) 943-8610,110 W Davis St,75208,Mexican,,yelp_2_1067,Davis,W,110.0,
Nobu Dallas,(214) 252-7000,400 Crescent Ct,75201,Japanese,,yelp_2_1068,Crescent,,400.0,
Zio Cecio,(214) 351-1100,4615 W Lovers Ln,75209,Italian,,yelp_2_1069,Lovers,W,4615.0,
The Standard Pour,(214) 935-1370,2900 McKinney Ave,75204,Lounges,,yelp_2_1072,Mckinney,,2900.0,
Le Bilboquet,(469) 730-2937,4514 Travis StSte 124,75205,French,,yelp_2_1073,Travis Stste 124,,4514.0,
Buzzbrews Kitchen,(214) 741-2801,2801 Commerce St,75226,American (Traditional),,yelp_2_1074,Commerce,,2801.0,
Eddie V’s Prime Seafood and Steak,(214) 890-1500,4023 Oak Lawn AveSte 110,75219,Steakhouses,,yelp_2_1075,Oak Lawn Aveste 110,,4023.0,
Pho Kitchen,(214) 706-3595,8687 N Central Expressway,75225,Vietnamese,,yelp_2_1076,Central,N,8687.0,
Liberty Burger,(214) 954-7223,5181 Keller Springs Rd,75248,Burgers,,yelp_2_1078,Keller,,5181.0,
Campuzano,(214) 526-0100,2618 Oak Lawn Ave,75219,Mexican,,yelp_2_1079,Oak Lawn,,2618.0,
Cindi’s NY Delicatessen Restaurant & Bakery,(972) 241-9204,3565 Forest Ln,75234,Delis,,yelp_2_1080,Forest,,3565.0,
Smoke,(214) 393-4141,901 Fort Worth Ave,75208,American (New),,yelp_2_1081,Fort Worth,,901.0,
Campuzano,(214) 526-0100,2618 Oak Lawn Ave,75219,Mexican,,yelp_2_1083,Oak Lawn,,2618.0,
Cindi’s NY Delicatessen Restaurant & Bakery,(972) 241-9204,3565 Forest Ln,75234,Delis,,yelp_2_1084,Forest,,3565.0,
Gloria’s Latin Cuisine,(214) 874-0088,3715 Greenville Ave,75206,Mexican,,yelp_2_1085,Greenville,,3715.0,
Hook Line & Sinker,(214) 965-0707,3103 Lemmon Ave,75204,Seafood,,yelp_2_1086,Lemmon,,3103.0,
Ai Sushi Sake Grill,(214) 468-4587,4123 Cedar Springs RdSte 102,75219,Sushi Bars,,yelp_2_1088,Cedar,,4123.0,
Rafa’s Cafe Mexicano,(214) 357-2080,5617 W Lovers Ln,75209,Mexican,,yelp_2_1091,Lovers,W,5617.0,
Ming Place China Bistro,(214) 350-8188,5715 Lemmon AveSte 3,75209,Chinese,,yelp_2_1092,Lemmon Aveste 3,,5715.0,
Asador,(214) 267-4815,Renaissance Dallas Hotel2222 N Stemmons Fwy,75207,American (New),,yelp_2_1094,Renaissance Dallas Hotel 2222 N Stemmons,,-1.0,
Saucy’s Thai & Pho,(214) 378-8424,5944 Royal Ln,75230,Thai,,yelp_2_1095,Royal,,5944.0,
Miss Chi Vietnamese,(214) 692-1000,6030 Luther LnSte 130,75225,Vietnamese,,yelp_2_1096,Luther Lnste 130,,6030.0,
Edohana Sushi,(214) 599-0093,3839 McKinney AveSte 130,75204,Sushi Bars,,yelp_2_1099,Mckinney Aveste 130,,3839.0,
Wild Salsa,(214) 741-9453,1800 Main StSte 100,75201,Mexican,,yelp_2_1101,Main Stste 100,,1800.0,
Sura Korean Bistro,(972) 243-5656,2240 Royal Ln,75229,Korean,,yelp_2_1102,Royal,,2240.0,
The Heights,(214) 824-5800,2015 Abrams Rd,75214,American (New),,yelp_2_1103,Abrams,,2015.0,
Half Shells Oyster Bar & Grill,(214) 691-8164,6617 Snider Plz,75205,Seafood,,yelp_2_1106,Snider,,6617.0,
Chuy’s,(214) 559-2489,4544 McKinney Ave,75205,Mexican,,yelp_2_1108,Mckinney,,4544.0,
Taqueria Latina,(214) 553-5100,6412 Skillman,75231,Mexican,,yelp_2_1109,Skillman,,6412.0,
Coal Vines,(214) 855-4999,2404 Cedar Springs RdSte 500,75201,Pizza,,yelp_2_1112,Cedar,,2404.0,
Veracruz Café,(214) 948-4746,408 N Bishop Ave,75295,Mexican,,yelp_2_1113,Bishop,N,408.0,
Dal Dong Ne,(972) 484-2994,11445 Emerald StSte 109,75229,Korean,,yelp_2_1116,Emerald Stste 109,,11445.0,
Oishii,(214) 599-9448,2525 Wycliff AveSte 110,75219,Sushi Bars,,yelp_2_1117,Wycliff Aveste 110,,2525.0,
The Free Man,(214) 377-9893,2626 Commerce St,75226,Cajun/Creole,,yelp_2_1119,Commerce,,2626.0,
Al Kabob Grill & Cafe,(972) 620-9300,11350 Harry Hines Blvd,75229,Indian,,yelp_2_1120,Harry Hines,,11350.0,
Taco Stop,(972) 971-4859,1900 Irving Blvd,75207,Mexican,,yelp_2_1121,Irving,,1900.0,
Kona Grill,(214) 369-7600,Northpark center8687 N Central Exwy,75225,American (New),,yelp_2_1123,Northpark,,-1.0,
Elaine’s Kitchen,(214) 565-1008,2717 Martin Luther King Junior Blvd,75215,Caribbean,,yelp_2_1124,Martin Luther King Junior,,2717.0,
Piggie Pies Pizza & Pasta,(214) 821-6465,5315 Greenville AveSte 120B,75206,Pizza,,yelp_2_1125,Greenville Aveste 120B,,5315.0,
Coconut’s Fish Cafe,(469) 729-9346,5600 W Lovers Ln,75209,Seafood,,yelp_2_1126,Lovers,W,5600.0,
Hunky’s Hamburgers,(214) 941-3322,321 N Bishop Ave,75208,Burgers,,yelp_2_1128,Bishop,N,321.0,
All Good Cafe,(214) 742-5362,2934 Main St,75226,Breakfast & Brunch,,yelp_2_1131,Main,,2934.0,
Angela’s Cafe,(214) 904-8122,7979 Inwood Rd,75209,Breakfast & Brunch,,yelp_2_1132,Inwood,,7979.0,
Sushi Bayashi at Trinity Groves,(972) 684-5906,3011 Gulden LnSte 106,75212,Sushi Bars,,yelp_2_1133,Gulden Lnste 106,,3011.0,
The Mercury,(972) 960-7774,11909 Preston RdSte 1418,75230,American (New),,yelp_2_1134,Preston Rdste 1418,,11909.0,
WaiWai Kitchen,(214) 520-8868,4315 Lemmon Ave,75219,Asian Fusion,,yelp_2_1136,Lemmon,,4315.0,
Sweet Georgia Brown Bar-B-Que Buffet,(214) 375-2020,2840 E Ledbetter Dr,75216,Barbeque,,yelp_2_1138,Ledbetter,E,2840.0,
Del Frisco’s Grille,(972) 807-6152,3232 McKinney Ave,75204,Steakhouses,,yelp_2_1139,Mckinney,,3232.0,
Stratos Greek Taverna,(214) 352-3321,2907 W Northwest Hwy,75220,Greek,,yelp_2_1140,Northwest,W,2907.0,
The Cheesecake Factory,(214) 373-4844,7700 W Northwest Hwy,75225,American (Traditional),,yelp_2_1142,Northwest,W,7700.0,
Thai Lotus Kitchen,(214) 520-9385,3851 Cedar Springs RdSte D,75219,Thai,,yelp_2_1143,Cedar,,3851.0,
Crisp Salad Company,(214) 821-2467,2020 Greenville Ave,75206,Salad,,yelp_2_1151,Greenville,,2020.0,
Yolk One Arts Plaza,(214) 855-9655,1722 Routh St,75201,Breakfast & Brunch,,yelp_2_1152,Routh,,1722.0,
Pho Crimson,(469) 547-5443,3000 Blackburn StSte 140C,75204,Vietnamese,,yelp_2_1153,Blackburn Stste 140C,,3000.0,
Pizza Lounge,(214) 887-6900,841 Exposition Ave,75226,Pizza,,yelp_2_1154,Exposition,,841.0,
MoMo Italian Kitchen,(972) 234-6800,8989 Forest LnSte 130,75243,Italian,,yelp_2_1155,Forest Lnste 130,,8989.0,
Peggy Sue BBQ,(214) 987-9188,6600 Snider Plz,75205,"Barbeque,American (Traditional),Italian",,yelp_2_1156,Snider,,6600.0,
Seafood Shack,(972) 406-0890,11625 Webbs Chapel Rd,75229,Seafood,,yelp_2_1157,Webbs Chapel,,11625.0,
Amberjax Fish Market Grille,(469) 513-9088,3011 Gulden LnSte 107,75212,Seafood,,yelp_2_1158,Gulden Lnste 107,,3011.0,
Parigi Restaurant,(214) 521-0295,3311 Oak Lawn AveSte 102,75219,Italian,,yelp_2_1160,Oak Lawn Aveste 102,,3311.0,
Suze,(214) 350-6135,4345 W Northwest Hwy,75220,"American (New),French Restaurants,Breakfast & Brunch",,yelp_2_1161,Northwest,W,4345.0,
IVY Kitchen,(214) 306-7444,5411 Beltline Rd,75254,American (New),,yelp_2_1162,Beltline,,5411.0,
State & Allen Kitchen+Bar,(214) 239-1990,2400 Allen St,75204,American (Traditional),,yelp_2_1163,Allen,,2400.0,
Urban Taco,(214) 823-4723,5331 E Mockingbird LnSte 125,75206,Mexican,,yelp_2_1165,Mockingbird Lnste 125,E,5331.0,
Lazaranda Modern Kitchen & Tequila,(972) 866-8900,5000 Beltline RdSte 850,75254,Mexican,,yelp_2_1167,Beltline Rdste 850,,5000.0,
Seafood Shack,(214) 351-2000,3701 W NW HwySte 195,75220,Seafood,,yelp_2_1168,Nw Hwyste 195,W,3701.0,
Pho Is For Lovers,(972) 708-1028,5521 Greenville AveSte 105,75206,Vietnamese,,yelp_2_1169,Greenville Aveste 105,,5521.0,
Kuai Dumplings & Soups,(214) 571-4544,Renaissance Tower1201 Elm St,75202,Asian Fusion,,yelp_2_1173,Renaissance Tower 1201 Elm,,-1.0,
Company Cafe,(214) 827-2233,2104 Greenville Ave,75206,Cafes,,yelp_2_1174,Greenville,,2104.0,
"Cindi’s N.Y. Delicatessen, Restaurant & Bakery",(214) 739-0918,11111 N Central ExpySte G,75243,Delis,,yelp_2_1178,Central Expyste G,N,11111.0,
Chicken Scratch,(214) 749-1112,2303 Pittman St,75208,Southern,,yelp_2_1179,Pittman,,2303.0,
Rise No 1,(214) 366-9900,5360 W Lovers LnSte 220,75209,French,,yelp_2_1181,Lovers Lnste 220,W,5360.0,
Tony’s Pizza & Pasta Restaurant,(214) 503-0388,10233 E NW HwySte 504,75238,Pizza,,yelp_2_1182,Nw Hwyste 504,E,10233.0,
Tortas La Hechizera,(214) 688-0236,5611 Maple Ave,75235,Mexican,,yelp_2_1186,Maple,,5611.0,
Grand Lux Cafe,(972) 385-3114,13420 N Dallas Pkwy,75240,Desserts,,yelp_2_1189,Dallas,N,13420.0,
Mangiamo Italian Restaurant,(214) 866-0044,12835 Preston RdSte 220,75230,Italian,,yelp_2_1190,Preston Rdste 220,,12835.0,
Stampede 66,(214) 550-6966,1717 Mckinney AveSte 100,75201,American (New),,yelp_2_1195,Mckinney Aveste 100,,1717.0,
Matt’s Rancho Martinez,(214) 823-5517,1904 Skillman St,75206,Mexican,,yelp_2_1197,Skillman,,1904.0,
JGs Old Fashioned Hamburgers,(972) 644-8628,12101 N Greenville Ave Ste 109Ste 109,75243,Burgers,,yelp_2_1198,Greenville,N,12101.0,
Torteria Insurgentes,(214) 750-5542,7019 Holly Hill Dr,75231,American (New),,yelp_2_1200,Holly,,7019.0,
Howard Wang’s Uptown,(214) 954-9558,3223 Lemmon AveSte 103,75204,Cantonese,,yelp_2_1201,Lemmon Aveste 103,,3223.0,
The Blue Fish,(214) 824-3474,3519 Greenville Ave,75206,Sushi Bars,,yelp_2_1202,Greenville,,3519.0,
Deep Sushi,(214) 651-1177,2624 Elm St,75226,Sushi Bars,,yelp_2_1205,Elm,,2624.0,
La Calle Doce,(214) 941-4304,415 W 12th St,75208,"Seafood,Mexican,Mexican",,yelp_2_1207,12Th,W,415.0,
Big Tony’s West Philly Cheesesteaks,(214) 812-9092,13378 Preston Rd,75240,Cheesesteaks,,yelp_2_1208,Preston,,13378.0,
Texadelphia,(214) 265-8044,5500 Greenville AveSte 600,75206,Sandwiches,,yelp_2_1211,Greenville Aveste 600,,5500.0,
El Ranchito,(214) 324-3303,1141 Peavy Rd,75218,Mexican,,yelp_2_1212,Peavy,,1141.0,
Sweet Tomatoes,(214) 369-2200,5500 Greenville AveUnit 1320,75206,Salad,,yelp_2_1213,Greenville Aveunit 1320,,5500.0,
Chip’s Old Fashioned Hamburgers,(214) 691-2447,4530 Lovers Ln,75225,Burgers,,yelp_2_1214,Lovers,,4530.0,
E Bar Tex Mex,(214) 824-3227,1901 N Haskell AveSte 120,75204,Mexican,,yelp_2_1215,Haskell Aveste 120,N,1901.0,
Pera Turkish Kitchen,(972) 267-4444,17479 Preston Rd,75252,Mediterranean,,yelp_2_1216,Preston,,17479.0,
The Social House,(972) 392-4300,5100 Belt Line RdSte 410,75254,American (New),,yelp_2_1217,Belt Line Rdste 410,,5100.0,
Shinsei,(214) 352-0005,7713 Inwood Rd,75209,Asian Fusion,,yelp_2_1219,Inwood,,7713.0,
Campisi’s,(214) 827-0355,5610 E Mockingbird Ln,75206,Italian,,yelp_2_1223,Mockingbird,E,5610.0,
Mac’s Barbecue,(214) 823-0731,3933 Main St,75226,Barbeque,,yelp_2_1224,Main,,3933.0,
Ba Le Restaurant,(972) 613-2960,11404 Shiloh RdSte 101,75228,Vietnamese,,yelp_2_1228,Shiloh Rdste 101,,11404.0,
El Ranchito,(214) 946-4238,610 W Jefferson Blvd,75208,Mexican,,yelp_2_1229,Jefferson,W,610.0,
Kaze,(214) 987-2333,7525 Greenville Ave,75231,Japanese,,yelp_2_1230,Greenville,,7525.0,
Tupinamba Cafe,(972) 991-8148,9665 N Central ExpwySte 142,75231,Tex-Mex,,yelp_2_1231,Central Expwyste 142,N,9665.0,
Manny’s Uptown Tex-Mex Restaurante,(214) 252-1616,3521 Oak Grove Rd,75204,Tex-Mex,,yelp_2_1232,Oak,,3521.0,
Green Papaya,(214) 521-4811,3211 Oak Lawn AveSte B,75219,Vietnamese,,yelp_2_1233,Oak Lawn Aveste B,,3211.0,
JJ’s Cafe,(214) 221-4659,10233 E NW HwySte 434,75238,American (Traditional),,yelp_2_1235,Nw Hwyste 434,E,10233.0,
Bánh Shop,(214) 890-9776,5629 SMU Blvd,75206,Vietnamese,,yelp_2_1237,Smu,,5629.0,
The Capital Grille,(214) 303-0500,500 Crescent Ct,75201,Steakhouses,,yelp_2_1238,Crescent,,500.0,
Gloria’s Restaurant,(972) 387-8442,5100 Belt Line RdSte 864,75254,Latin American,,yelp_2_1239,Belt Line Rdste 864,,5100.0,
Dante’s Italian Eatery,(214) 760-1988,208 N Market StSte 150,75202,Italian,,yelp_2_1240,Market Stste 150,N,208.0,
Chino Chinatown,(469) 513-7457,3011 Gulden LnSte 110,75212,Asian Fusion,,yelp_2_1243,Gulden Lnste 110,,3011.0,
Saint Ann,(214) 782-9807,2501 N Harwood St,75201,American (New),,yelp_2_1244,Harwood,N,2501.0,
Neighbors Casual Kitchen,(214) 349-2233,9661 Audelia RdSte 105,75238,American (New),,yelp_2_1245,Audelia Rdste 105,,9661.0,
The Grape Restaurant,(214) 828-1981,2808 Greenville Ave,75206,American (New),,yelp_2_1248,Greenville,,2808.0,
Press Box Grill,(214) 747-8226,1623 Main St,75201,Sports Bars,,yelp_2_1251,Main,,1623.0,
In-N-Out Burger,(800) 786-1000,7940 N Central Expy,75206,Burgers,,yelp_2_1253,Central,N,7940.0,
Rocking Crab,(972) 241-4406,11407 Emerald StSte 101,75229,Cajun/Creole,,yelp_2_1256,Emerald Stste 101,,11407.0,
Oh Sushi Roll & Teriyaki,(972) 869-9135,2053 W Northwest HwySte 90,75220,Sushi Bars,,yelp_2_1257,Northwest Hwyste 90,W,2053.0,
Jakes Uptown,(214) 754-8001,2702 McKinney AveSte 101,75204,Burgers,,yelp_2_1260,Mckinney Aveste 101,,2702.0,
Cedars Xpress,(214) 969-5701,1700 Pacific AveC -101,75201,Mediterranean,,yelp_2_1262,Pacific Avec - 101,,1700.0,
Bocce,(214) 943-1714,244 W Davis St,75208,Italian,,yelp_2_1263,Davis,W,244.0,
Tanoshii Ramen,(214) 651-6800,2724 Commerce St,75226,Ramen,,yelp_2_1264,Commerce,,2724.0,
Eden Restaurant and Pastries,(972) 267-3336,4416 W Lovers Ln,75209,American (Traditional),,yelp_2_1266,Lovers,W,4416.0,
Lovers Pizzeria & Pasta,(214) 321-2223,9440 Garland RdSte 162,75218,Italian,,yelp_2_1267,Garland Rdste 162,,9440.0,
Pollo Tropical,(972) 770-3540,5290 Beltline Rd,75254,Caribbean,,yelp_2_1268,Beltline,,5290.0,
Seoul Garden,(972) 484-6090,2502 Royal LnSte 103,75229,Korean,,yelp_2_1269,Royal Lnste 103,,2502.0,
The Slow Bone,(214) 377-7727,2234 Irving Blvd,75207,Barbeque,,yelp_2_1270,Irving,,2234.0,
Margarita’s Restaurant,(214) 821-9366,2414 N Fitzhugh Ave,75204,Mexican,,yelp_2_1272,Fitzhugh,N,2414.0,
Mexicali Restaurant,(214) 341-9405,11277 E NW HwySte 148,75238,Tex-Mex,,yelp_2_1273,Nw Hwyste 148,E,11277.0,
House of Blues,(214) 978-2583,2200 N Lamar St,75202,Music Venues,,yelp_2_1274,Lamar,N,2200.0,
Villa-O,(214) 780-1880,4514 Travis StSte 132,75205,Italian,,yelp_2_1276,Travis Stste 132,,4514.0,
Blue Mesa Grill,(214) 378-8686,7700 W NW Hwy,75225,Mexican,,yelp_2_1278,Nw,W,7700.0,
Saltgrass Steak House,(469) 330-0152,13561 N Central Expy,75243,Steakhouses,,yelp_2_1279,Central,N,13561.0,
Sahara Restaurant,(972) 788-1898,5441 Alpha RdSte 110,75240,Middle Eastern,,yelp_2_1282,Alpha Rdste 110,,5441.0,
Franki’s Pizza & Pasta,(469) 335-0345,11722 Marsh Ln,75229,Italian,,yelp_2_1284,Marsh,,11722.0,
Thai 2 Go,(214) 484-2161,2222 Medical District DrSte 205,75235,"Thai,Chinese,Coffee & Tea",,yelp_2_1285,Medical District Drste 205,,2222.0,
La Conga,(214) 377-9947,1820 W Mockingbird Ln,75235,Mexican,,yelp_2_1286,Mockingbird,W,1820.0,
Opening Bell Coffee,(214) 565-0383,1409 S Lamar StBasement Ste 012,75215,Coffee & Tea,,yelp_2_1288,Lamar Stbasement,S,1409.0,
Babb Bros BBQ,(214) 745-2224,330 Bedford St,75212,Barbeque,,yelp_2_1291,Bedford,,330.0,
Project Pie,(469) 547-1257,6030 Luther Ln,75225,Pizza,,yelp_2_1292,Luther,,6030.0,
Red Hot & Blue,(214) 368-7427,9810 N Central ExpySte 600,75231,Barbeque,,yelp_2_1293,Central Expyste 600,N,9810.0,
Pie Five Pizza Co.,(214) 526-7435,5927 Greenville Ave.,75206,Pizza,,yelp_2_1295,Greenville,,5927.0,
Taco Diner,(214) 521-3669,3699 McKinney Ave,75204,Mexican,,yelp_2_1297,Mckinney,,3699.0,
Sunrise Asian Cuisine,(214) 826-6300,5631 Alta Ave,75206,Asian Fusion,,yelp_2_1298,Alta,,5631.0,
Sangria Tapas Y Bar,(214) 520-4863,4524 Cole Ave,75205,Spanish,,yelp_2_1299,Cole,,4524.0,
DanSungSa,(469) 522-7399,11407 Emerald St,75229,"Bars,Bars",,yelp_2_1301,Emerald,,11407.0,
Nazca Kitchen,(214) 696-2922,8041 Walnut Hill LnSte 854,75231,"Latin American,Barbecue",,yelp_2_1304,Walnut,,8041.0,
Iron Cactus,(214) 749-4766,1520 Main St,75201,Mexican,,yelp_2_1305,Main,,1520.0,
Meerut Kabob House,(972) 243-5407,11276 Harry Hines Blvd,75229,Indian,,yelp_2_1306,Harry Hines,,11276.0,
Dixie House,(214) 826-2412,6400 Gaston Ave,75214,American (Traditional),,yelp_2_1307,Gaston,,6400.0,
Gino’s Cheese Steak,(972) 233-4466,5528 Alpha RdSte 105,75240,Cheesesteaks,,yelp_2_1308,Alpha Rdste 105,,5528.0,
Penne Pomodoro,(214) 373-9911,6815 Snider Plz,75205,Italian,,yelp_2_1309,Snider,,6815.0,
St Martin’s Wine Bistro,(214) 826-0940,3020 Greenville Ave,75206,French,,yelp_2_1313,Greenville,,3020.0,
Dickey’s Barbecue Pit,(214) 358-7277,"Love Field Airport8006 Cedar Springs, Space C-2190",75235,Barbeque,,yelp_2_1314,Love,,-1.0,space c- 2190
Firexbox,(214) 503-8888,9918 Plano Rd,75238,Japanese,,yelp_2_1315,Plano,,9918.0,
Snappy Salads,(214) 361-7627,5941 Greenville Ave,75206,Salad,,yelp_2_1316,Greenville,,5941.0,
Antoine’s Foods,(214) 528-5291,4234 Harry Hines Blvd,75219,Delis,,yelp_2_1317,Harry Hines,,4234.0,
Ravenna Urban Italian Restaurant,(214) 744-9333,1301 Main St,75202,Italian,,yelp_2_1318,Main,,1301.0,
Big Shucks,(214) 887-6353,6232 E Mockingbird Ln,75214,Seafood,,yelp_2_1321,Mockingbird,E,6232.0,
Ambala Grill,(972) 620-1727,11641 Harry Hines BlvdSte 201,75229,Indian,,yelp_2_1323,Harry Hines Blvdste 201,,11641.0,
Relish,(214) 306-5598,2000 Woodall Rodgers Hwy,75201,Food Stands,,yelp_2_1327,Woodall Rodgers,,2000.0,
La Comida,(972) 770-0968,5100 Belt Line RdSte 796,75254,Mexican,,yelp_2_1329,Belt Line Rdste 796,,5100.0,
Gui Korean Japanese Bistro & Bar,(214) 720-9229,2719 McKinney Ave,75204,Japanese,,yelp_2_1330,Mckinney,,2719.0,
i Fratelli Pizza,(214) 720-0070,2815 Allen StSte 124,75204,Italian,,yelp_2_1333,Allen Stste 124,,2815.0,
Fish City Grill,(214) 891-9979,10720 Preston Rd,75230,Seafood,,yelp_2_1334,Preston,,10720.0,
Dallas Chop House,(214) 736-7300,1717 Main St,75201,Steakhouses,,yelp_2_1335,Main,,1717.0,
Tacolicious,(214) 496-0699,1894 Royal LnSte 102,75229,Mexican,,yelp_2_1337,Royal Lnste 102,,1894.0,
Dallas Grilled Cheese Co,(214) 944-5515,310 W 7th St,75208,American (New),,yelp_2_1340,7Th,W,310.0,
Tacos Y Mas,(972) 807-2466,2820 Greenville Ave,75206,Mexican,,yelp_2_1341,Greenville,,2820.0,
Mama’s Daughter’s Diner,(972) 241-8646,2610 Royal Ln,75229,Soul Food,,yelp_2_1342,Royal,,2610.0,
City Cafe,(214) 351-2233,5757 W Lovers Ln,75209,American (New),,yelp_2_1343,Lovers,W,5757.0,
El Fenix Mexican Restaurants,(214) 747-1121,1601 McKinney Ave,75202,Mexican,,yelp_2_1346,Mckinney,,1601.0,
Taqueria Cholula,(214) 265-0311,6886 Shady Brook Ln,75231,Mexican,,yelp_2_1347,Shady,,6886.0,
Firecrust Neapolitan Pizzeria,(469) 607-5931,4447 N Central ExpySte 100,75205,Pizza,,yelp_2_1348,Central Expyste 100,N,4447.0,
Sushi Kyoto,(214) 520-9991,6429 Hillcrest Ave,75205,Sushi Bars,,yelp_2_1349,Hillcrest,,6429.0,
No.1 Plus Chicken,(972) 488-9100,2240 Royal LnSte 103,75229,"Korean,Korea",,yelp_2_1351,Royal Lnste 103,,2240.0,
Zoli’s,(214) 942-9654,202 W Davis St,75208,Pizza,,yelp_2_1352,Davis,W,202.0,
Uncle Julio’s Fine Mexican Food,(214) 520-6620,4125 Lemmon Ave,75219,Mexican,,yelp_2_1357,Lemmon,,4125.0,
Bistro B,(214) 575-9885,9780 Walnut StSte 340,75243,Vietnamese,,yelp_2_1363,Walnut Stste 340,,9780.0,
Phò Envy,(214) 987-1468,8611 Hillcrest RdSte 190,75225,Vietnamese,,yelp_2_1364,Hillcrest Rdste 190,,8611.0,
Oasis Restaurant,(214) 361-8120,5945 Greenville Ave,75206,Breakfast & Brunch,,yelp_2_1365,Greenville,,5945.0,
Becks Prime,(972) 661-8681,5931 Forest Ln,75230,American (Traditional),,yelp_2_1369,Forest,,5931.0,
Tropical Smoothie Cafe,(214) 351-7037,4560 W Mockingbird Ln,75209,Juice Bars & Smoothies,,yelp_2_1372,Mockingbird,W,4560.0,
Picasso’s,(214) 553-8100,7215 Skillman StSte 300,75231,Pizza,,yelp_2_1373,Skillman Stste 300,,7215.0,
Cosmo’s Bar & Lounge,(214) 826-4200,1212 Skillman St,75206,Pizza,,yelp_2_1375,Skillman,,1212.0,
Snuffer’s Restaurant & Bar,(214) 826-6850,3526 Greenville Ave,75206,Burgers,,yelp_2_1377,Greenville,,3526.0,
Enchilada’s,(214) 363-8969,7050 Greenville Ave,75231,Tex-Mex,,yelp_2_1384,Greenville,,7050.0,
Sonny Bryan’s Smokehouse,(214) 357-7120,2202 Inwood Rd,75235,Barbeque,,yelp_2_1385,Inwood,,2202.0,
Mi Cocina,(972) 239-6426,13350 Dallas PkwySte 100,75240,Tex-Mex,,yelp_2_1387,Dallas Pkwyste 100,,13350.0,
Taqueria Pinocho,(214) 823-4272,118 S Carroll Ave,75226,Mexican,,yelp_2_1388,Carroll,S,118.0,
The Oceanaire Seafood Room,(972) 759-2277,13340 Dallas Pkwy,75295,Seafood,,yelp_2_1389,Dallas,,13340.0,
Snuffer’s Restaurant & Bar,(214) 265-9911,8411 Preston RdSte 112,75225,Burgers,,yelp_2_1395,Preston Rdste 112,,8411.0,
Black Eyed Pea,(214) 521-4580,3857 Cedar Springs Rd,75219,American (Traditional),,yelp_2_1397,Cedar,,3857.0,
Tei-An,(214) 220-2828,"One Arts Plz1722 Routh St, Ste 110",75201,Japanese,,yelp_2_1400,One Arts,,-1.0,ste 110
Fernando’s Mexican Cuisine,(214) 351-9010,4347 W NW HwySte 100,75220,Tex-Mex,,yelp_2_1401,Nw Hwyste 100,W,4347.0,
Front Room Tavern,(214) 219-8282,6101 Hillcrest Ave,75205,American (New),,yelp_2_1405,Hillcrest,,6101.0,
Tacoqueta,(214) 943-9991,2324 W ClarendonSte 100,75208,Diners,,yelp_2_1406,Clarendonste 100,W,2324.0,
Hoffbrau Steaks,(214) 742-4663,311 N Market St,75202,"Steakhouses,Fashion",,yelp_2_1407,Market,N,311.0,
Betty’s Best Around,(214) 826-2266,3607A Greenville Ave,75206,Chinese,,yelp_2_1409,Greenville,,3607.0,
Graze Restaurant,(214) 871-7111,"Le Méridien Dallas, The Stoneleigh2927 Maple Ave",75201,American (New),,yelp_2_1410,"Le M Éridien Dallas, The Stoneleigh2927 Maple Ave",,-1.0,
Kuai Dumplings & Soups,(972) 789-1199,325 N St. Paul St,75201,"Asian Fusion,Asian Fusion",,yelp_2_1412,St Paul,N,325.0,
The Metropolitan Cafe,(214) 741-2233,2030 Main St,75201,Sandwiches,,yelp_2_1414,Main,,2030.0,
The Porch,(214) 828-2916,2912 N Henderson Ave,75206,Southern,,yelp_2_1415,Henderson,N,2912.0,
Cremona Bistro Kitchen,(214) 871-1115,2704 Worthington St,75204,Italian,,yelp_2_1416,Worthington,,2704.0,
El Paisa Cocina Mexicana,(214) 366-9789,10840 Harry Hines Blvd,75220,Mexican,,yelp_2_1420,Harry Hines,,10840.0,
