id;cluster_id;title;description;brand;Part Number;Sub-Category;Category;Generation;Capacity;Spindle Speed;Manufacturer;price
2450626;9882230; 432146-001 HP 300-GB 3G 15K 3.5 SP SAS,  New 432146-001 SAS 5 Pack Wholesale Price ;Description:5 x 300GB 3G Serial Attached SCSI (SAS) 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 431944-B21 Option Part# 431944-S21 Spare Part# 432146-001 Assembly Part# 443169-003 Assembly Part# 431943-004 Model# DF300A4950 Model# DF300ABAAA ;HP Enterprise;432146-001-5Pack;15K;Proliant HardDrive;SAS;300GB;15000RPM;Hewlett Packard;
5250087;14691399; 40K1040 IBM 146-GB 10K 3.5 HP SAS,  Price 40K1040-10Pack New 40K1040 SAS 10 Pack Wholesale;Description:10 x IBM 146GB Serial Attached SCSI (SAS) 3.5-inch 10K Single Port Hot-Plug Hard DrivePart Number(s) IBM Part# 40K1040 IBM Part# 26K5710 IBM Part# 26K5713 IBM Part# 39R7342 ;IBM;40K1040-10Pack;10K;IBM HardDrive;SAS;146GB;10000RPM;;
5883997;16386071; 128293-B21 HP Smart Array Integrated   New 128293-B21 U Wholesale Price 128293-B21;Description:Smart Array Integrated Ultra2 RAID Controller ( ROC )Part Number(s)HP Part# 128293-B21 ;HP Enterprise;128293-B21;Controller;Proliant;Ultra2;;;;
13271;360064; ST1000NX0333 Seagate ENT 1-TB 7.2K 2.5 12G 5xxE SAS,  New ST1000NX0333 SAS 2 Pack Wholesale Price ST1000NX0333-2Pack;Description:2 x Seagate Enterprise Capacity Nearline(NL) SAS 1TB 2.5-inch 12Gb/s 7.2K 5xxEmulation 128MB Hard DrivePart Number(s) Manufacturer Part# ST1000NX0333 ;Seagate;ST1000NX0333-2Pack;7.2K;Seagate HardDrive;SAS;1TB;7200RPM;Seagate;
4150041;50223; 758836-B21 HP 2GB FBWC FIO  ; Description:HP 2GB FBWC FIO Kit for Smart Array ControllersPart Number(s)Manufacturer Part# 758836-B21;HP Enterprise;758836-B21;Smart Array;Controller;Cache Module;;;HP;USD, $379.95
13767752;14205280; 341-4462 Dell 300-GB 15K 3.5 SP SAS w/F9541,  Price 341-4462-10Pack New 341-4462 w/F9541 10 Pack Wholesale;Description:10 x 300GB 15K SAS 3.5-inch HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# XM370 Dell Part# 341-4462 ;Dell;341-4462-10Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
1428628;216914; 507515-001 HP 750-GB 3G 7.2K 3.5 NHP SATA HDD ; Description:HP 750GB 3.5-inch LFF Midline (MDL) SATA 3G 7200RPM Non-Hot-Plug (NHP) DriveGenuine HPE Serial number and firmwarePart Number(s) Option Part# 462595-B21 Spare 462618-001 Assembly Part 482483-003 507515-001 Model# GB0750EAMYB GB0750EAFJK;HP Enterprise;507515-001;7.2K;Proliant Hard Drive;SATA NHP;;7200RPM;;$323.15, USD
14474994;539356; MBC2036RC HP 36-GB 15K 2.5 SP SAS,  Price MBC2036RC-10Pack SAS 10 Pack Wholesale MBC2036RC;Description:10 x 36GB 2.5-inch Serial Attached SCSI (SAS) 3G SFF Single Port Hot-Plug 15KPart Number(s) Manufacturer Part# MBC2036RC ;Fujitsu;MBC2036RC-10Pack;15K;Fujitsu HardDrive;SAS;36GB;15000RPM;Fujitsu;
13728266;631362; MHW2080BH 80-GB 5.4K 2.5 8MB SATA   ; Description:80GB Non-Hot-Plug Serial ATA (SATA) 5 400 RPM 2.5-inch Form Factor Notebook DrivePart Number(s) Manufacturer Part# MHW2080BH;Fujitsu;MHW2080BH;5.4K;Fujitsu HardDrive;SATA NB;80GB;5400RPM;;CAD, $134.23 CAD
556088;5685193; 26K5655 IBM 73.4-GB 10K 2.5 SAS HP,  Price 26K5655-5Pack HP 5 Pack Wholesale 26K5655;Description:5 x IBM 73GB 2.5-inch 10K Hot-Plug SAS DrivePart Number(s) IBM Option Part# 26K5655 IBM P/N# 26K5657 IBM FRU# 39R7366 IBM FRU# 82Y2280 IBM Part# 40K1052 IBM Part# 40K1084 IBM Part# 40K1097 IBM Part# 39R7389 ;IBM;26K5655-5Pack;10K;IBM HardDrive;SAS SFF;73.4GB;10000RPM;;
3588920;83571; 364622-B22 HP 300-GB 10K FC-AL HDD ; Description:StorageWorks 300GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 364622-B22 Spare 366023-001 or 366023-002 (RoHS) Assembly 359461-003 359461-007 359438-007 359438-004 Model# BD30058226 BD30058232;HP Enterprise;364622-B22;10K;Storageworks;Fibre Channel;300GB;10000RPM;;$195.73, USD
9410667;142364; 432337-004 HP 500-GB 1.5G 7.2K 3.5  ; Description:2 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE tray (as pictured)For G1-G7 Proliant SATA ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 395473-B21 Spare 395501-001 Assembly 454141-002 432337-004 Model# GB0500C8046 Model#GB0500C4413;HP Enterprise;432337-004-2Pack;7.2K;Proliant HardDrive;SATA;500GB;7200RPM;;CAD, $213.80 CAD
8511922;15927079; XK111 Dell 146-GB 15K 3.5 SAS w/F238F,  New XK111 w/F238F 5 Pack Wholesale Price XK111-5Pack;Description:5 x 146GB 15K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Dell Part# XK111 Fujitsu Part# MBA3147RC ;Dell;XK111-5Pack;15K;Dell HardDrive;SAS;146GB;15000RPM;Dell;
633870;532500; 652597-S21 HP G8 G9 72-GB 6G 15K  SAS SC ; Description:2 x HPE 72GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured) Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 652597-S21 Spare 653949-001 Assembly 512544-003 Model# EH0072FAWJA ;HP Enterprise;652597-S21-2Pack;15K;Proliant HardDrive;SAS SC;72GB;15000RPM;;CAD, $465.02 CAD
5532713;1165241; 691864-B21 HP G8 G9 200-GB 6G 2.5 SATA SSD ; Description: 5 x HP G8 G9 200GB 2.5-inch Small Form Factor (SFF) Pluggable Serial ATA (SATA) 6G SC Enterprise MainstreamSolid State Hard Drive (SSD) In HPE Hot-Plug tray Smart Carrier (SC) (as pictured) Genuine serial number and firmwareGenuine Certified Solid Part Number(s) Option Part# 691864-B21 SmartBuy 691864-S21 Spare 692165-001 Assembly 691842-002 Model# MK0200GCTYV;HP Enterprise;691864-B21-5Pack;Solid State Drive;Proliant HardDrive;SATA SSD;200GB;;;USD, $2,464.95
17149406;842669; 448371-B21  Xeon X5272 3.4GHz DL160 G5,  Price 448371-B21 New 448371-B21 G5 Wholesale;Description:Intelï¿½ Xeonï¿½ X5272 DL160 G5(3.40GHz/2-core/6MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 448371-B21 ;HP Enterprise;448371-B21;Intel Xeon;Proliant Processor;G5;;;;
15197229;732814; 512116-001 HP 146-GB 3G 10K 2.5 DP SAS ; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 418367-B21 Spare 418399-001 Assembly 512116-001 Model# DG0146BAQPP;HP Enterprise;512116-001-10Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;$582.82, USD
15688121;6935194; 0740YX Dell 1-TB 6G 7.2K 3.5 SAS ,  New 0740YX  10 Pack Wholesale Price 0740YX-10Pack;Description:10 x Dell 1TB 7.2K 6Gb/s 3.5-inch (LFF) SAS Hot-Plug Dell Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 0740YX ;Dell;0740YX-10Pack;7.2K;Dell HardDrive;SAS;1TB;7200RPM;Dell;
164425;14022737; 341-4461 Dell 300-GB 15K 3.5 SP SAS w/F9541,  Price 341-4461-Pack New 341-4461 w/F9541  Pack Wholesale;Description:2 x 300GB 15K SAS 3.5-inch HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# 341-4461 ;Dell;341-4461-2Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
8255456;792269; 468118-B21 HP Opteron 8360SE 2.50GHz DL785 G5,  New 468118-B21 G5 Wholesale Price 468118-B21;Description:4 x HPE AMD Opteronï¿½ 8360SE DL785 G5(2.50GHz/4-core/2MB/105W)Full 4 Processor Option KitPart Number(s)Manufacturer Part# 468118-B21 ;HP Enterprise;468118-B21;AMD Opteron;Proliant Processor;G5;;;;
14140956;19878; 507119-001 HP 146-GB 6G 10K 2.5 DP SAS,  Price 507119-001-5 New 507119-001 SAS 5  Wholesale;Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507125-B21 Spare Part# 507283-001 Assembly Part# 507119-001 Model# DG0146FAMWL ;HP Enterprise;507119-001-5Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;
4472328;12178208; AC03632378 HP 36.4 -GB Ultra SCSI-3 1.6,  Price AC03632378 1.6  AC03632378;Description:  Proliant 36.4GB 10K RPM 1.6 SCSI3 HOTSWAP HARD DRIVEHewlett-Packard Part# AC03632378 ;HP Enterprise;AC03632378;10K;Proliant HardDrive;Ultra SCSI-3;36.4 GB;;;
13188597;8482448; 340-7919  36-GB U320 SCSI HP 10K w/9D988,  New 340-7919 w/9D988 5 Pack Wholesale Price 340-7919-5Pack;Description:5 x 36GB Ultra320 3.5-inch SCSIHot-Plug 10K Dell Hard Drive in Dell 9D9883.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# 340-7919 ;Dell;340-7919-5Pack;10K;Dell HardDrive;Ultra320;36GB;10000RPM;Dell;
1769244;223490; 664011-B21 HP Xeon E5-2690 2.9GHz DL360p G8,  New 664011-B21 G8 Wholesale Price 664011-B21;Description:HP Intelï¿½ Xeonï¿½ E5-2690 DL360p G8(2.9GHz/8-core/20MB/135W)Full Processor Option KitPart number(s) Manufacturer Part# 664011-B21 ;HP Enterprise;664011-B21;Intel Xeon;Proliant Processor;G8;;;;
6921000;5266702; 438101-B21 HP Xeon E7220 2.93GHz DL580 G5,  G5 Wholesale 438101-B21 Price 438101-B21;Description:HP Intelï¿½ Xeonï¿½ E7220 DL580 G5 (2.93GHz/2-core/8MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 438101-B21 ;HP Enterprise;438101-B21;Intel Xeon;Proliant Processor;G5;;;;
14452256;15504953; HP  15/30-GB Ext SCSI DLT,  Price  DLT Wholesale HP;Description:HP 15/30GB DLT Tape Drive (Desktops)Part Number(s) Option Part# 242469-001   ;HP Enterprise;242469-001;TapeDrive;Proliant;15/30GB;;;;
3478690;452138;  Seagate 73-GB 15K 2.5 SP 3G SAS HDD  ; Description:Seagate 73GB 2.5-inch (SFF) Serial Attached SCSI (SAS) Single Port Hot-Plug 15K 3G 16MB Hard DrivePart Number(s) Manufacturer Part# ST973451SS;Seagate;ST973451SS;15K;Seagate HardDrive;SAS SFF;73GB;15000RPM;Seagate;USD, $115.95
9455390;7241868; 389344-001 HP 146-GB 3G 15K 3.5 DP SAS,  New 389344-001 SAS 2 Pack Wholesale Price 389344-001-2Pack;Description:2 x 146GB 3G Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 384854-B21 Spare Part# 389344-001 Assembly Part# 417190-003 Model# DF146BB6C2 ;HP Enterprise;389344-001-2Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
16482945;14496751; J8078 Dell 36-GB 10K 2.5 SP  w/G176J,  New J8078 w/G176J 5 Pack Wholesale Price J8078-5Pack;Description:5 x 36GB 10K SAS 2.5-inch Single Port (SP) Hot-Plug Dell Hard Drive in Dell G176J 2.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# J8078Seagate Part# ST936701SS ;Dell;J8078-5Pack;10K;Dell HardDrive;SAS SFF;36GB;10000RPM;Dell;
1761337;397645; MK0400GCTZA HP G8 G9 400-GB 6G 3.5 SATA SSD ; Description:10 x HPE G8 G9 400GB 3.5-inch (LFF) Pluggable Serial ATA (SATA) 6G SC Enterprise Mainstream Solid State Drive (SSD)In Hot-Plug tray(SC) Smart Carrier (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 691856-B21 Spare 692162-001 Assembly 691842-003 Model# MK0400GCTZA;HP Enterprise;MK0400GCTZA-10Pack;Solid State Drive;Proliant HardDrive;SATA SSD;400GB;;;CAD, $9,008.81 CAD
3873378;6363554; RY491 Dell 146-GB 15K 3.5 SP SAS w/F9541,  New RY491 w/F9541 2 Pack Wholesale Price RY491-2Pack;Description:2 x 146GB 15K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# RY491Seagate Part# ST3146855SS ;Dell;RY491-2Pack;15K;Dell HardDrive;SAS;146GB;15000RPM;Dell;
8528387;736725; BD450DAJZH HP  10K FC-AL  ; Description:2 x StorageWorks 450GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# AP729A AP729B Spare 518736-001 Assembly 495276-002 Bare Model# BD450DAJZH;HP Enterprise;BD450DAJZH-2Pack;10K;Storageworks HDD;Fibre Channel;2 x 450GB;;HP/Compaq;USD, $780.81
2559392;245133; 454228-002 HP 300-GB 3G 15K 3.5 DP SAS ; Description:10 x 300GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 416127-B21 Spare 488060-001 Assembly 454228-002 Model# DF0300B8053;HP Enterprise;454228-002-10Pack;15K;Proliant HardDrive;SAS;300GB;15000RPM;;USD, $1,025.82
15642371;312380;  Seagate 146-GB 15K 2.5 6G DP SAS ; Description:Seagate 146GB 6G 15K RPM 16MB Dual Port 2.5-inch SFF Serial Attached SCSI (SAS) Hard Drive with Secure Encryption (SED) FIPSPart Number(s) Manufacturer Part# ST9146652SS;Seagate;ST9146652SS;15K;Seagate HardDrive;SAS SFF;146GB;15000RPM;Seagate;CAD, $397.61 CAD
7203671;1015764; 228471-002 HP 256MB DIMM EDO B 60NS,  New 228471-002 60NS Wholesale Price 228471-002;Description:256MB Memory Module EDO 60ns ECC DIMMPart Number(s) Hewlett-Packard Part# 228471-002 ;HP Enterprise;228471-002;Genuine HP Memory;Proliant Memory;256 MB;;;Hewlett-Packard;
5936224;31694; 632502-B21 HP 200-GB 2.5 SAS 6G MLC SFF SSD,  New 632502-B21 SSD Wholesale Price 632502-B21;Description:200GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G MLC Hot-Plug Enterprise Mainstream Solid State DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 632502-B21 Spare Part# 632633-001 Assembly Part# 632430-001 Model# MO0200FBRWB ;HP Enterprise;632502-B21;Solid State Drive (SSD);Proliant HardDrive;SAS SSD;;;;
555119;144432; DF146A4941 HP 146-GB 15K 3.5 SP SAS HDD,  New DF146A4941 HDD Wholesale Price DF146A4941;Description:146GB Serial Attached SCSI (SAS) 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375872-B21 Option Part# 375872-S21 Spare Part# 376595-001 Assembly Part# 443169-002 Assembly Part# 392254-003 Assembly Part# 375698-003 Assembly Part# 431943-003 Assembly Part# 481653-002 Model# DF146A4941 Model# DF146A9845 Model# DF146A8B57 Model# DF146ABAA9 Model# DF146BAFDU ;HP Enterprise;DF146A4941;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
893260;403781; DF036ABAA7 HP 36-GB 15K 3.5 SAS,  Price DF036ABAA7-2Pack New DF036ABAA7 SAS 2 Pack Wholesale;Description:2 x 36GB Serial Attached SCSI (SAS) Hot-Plug 15K 3.5-inch Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375868-B21 Spare Part# 376593-001 Assembly Part# 431943-001 Model# DF036ABAA7 ;HP Enterprise;DF036ABAA7-2Pack;15K;Proliant HardDrive;SAS;36GB;15000RPM;Hewlett Packard;
15799357;363221; 518735-001 HP 600-GB 10K M6412 FATA ; Description: HP 600GB FATA 3.5-inch M6412 Enclosure Hard Drive 40 pin 4GB/s Hot-Plug Fibre Channel ATA (FATA) Genuine HPE Serial number and firmware Part Number(s) Option Part# AP732A AP732B Spare 518735-001 For use in Enclosures only StorageWorks EVA 4400/6400/8400 ;HP Enterprise;518735-001;10K;Storageworks HDD;FCAL EVA;600GB;;HP/Compaq;$129.95, USD
10353106;93400;  518216-001 HP 72-GB 6G 15K 2.5 DP ; Description:10 x 72GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE number and firmwareGenuine Certified DrivePart Number(s) Option Part# 512545-B21 Spare 512743-001 Assembly 518216-001 Model# EH0072FARWC;HP Enterprise;518216-001-10Pack;15K;Proliant HardDrive;SAS;72GB;15000RPM;;CAD, $864.50 CAD
10082875;5304723; 341-2823 Dell 36-GB  3G 3.5 SP SAS w/F9541,  Price 341-2823-2Pack New 341-2823 w/F9541 2 Pack Wholesale;Description:2 x 36GB 15K 3G SAS 3.5-inch HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Manufacturer Part# 341-2823 ;Dell;341-2823-2Pack;15K;Dell HardDrive;SAS;36GB;15000RPM;Dell;
13065971;12508880; HP 340769-002 20/40-GB DLT4000 Int SE S ; Description:Drive : 20/40GB DLT 4000 narrow Single-Ended SCSI-2 Internal Drive (Opal color) - 5.25-inch form factor full-height Model TH5AA-CC For ' DLT4000E' Not for DLT4000'Part Number(s) Option Part# 340769-002 ;HP Enterprise;340769-002;Tape Drive;Proliant;20/40GB;;;;CAD, $173.88 CAD
8823949;568762; 375859-B21 HP 36-GB 3G 10K 2.5 SP SAS ; Description:5 x 36GB 2.5-inch Serial Attached SCSI (SAS) SFF 3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 375859-B21 Spare 376596-001 Assembly 395924-001 375696-001 375712-001 Model# DG036A8B53 DG036A8B5B DG036A9BB6;HP Enterprise;375859-B21-5Pack;10K;Proliant HardDrive;SAS;36GB;10000RPM;Hewlett Packard;CAD, $306.83 CAD
14180095;150487; 507127-S21 HP 300-GB 6G 10K 2.5  SAS,  Price 507127-S21-2Pack  New 507127-S21 SAS 2 Pack Wholesale;Description:2 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507127-S21 Spare Part# 507284-001 Assembly Part# 518011-002 Model# EG0300FARTT  ;HP Enterprise;507127-S21-2Pack;10K;Proliant HardDrive;SAS;300GB;10000RPM;;
8718036;411743; DG072A9BB7 HP 72-GB 3G 10K 2.5 SP SAS,   DG072A9BB7-2Pack New DG072A9BB7 SAS 2 Pack Wholesale;Description:2 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF Single Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375861-B21 Spare Part# 376597-001 Assembly Part# 395924-002 Model# DG072A9BB7 ;HP Enterprise;DG072A9BB7-2Pack;10K;Proliant HardDrive;SAS;72GB;10000RPM;Hewlett Packard;
13721656;370228; EG0146FARTR HP 146-GB 6G  2.5 DP SAS ; Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507125-B21 Spare 507283-001 Assembly 518011-001 Model# EG0146FARTR;HP Enterprise;EG0146FARTR-5Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;CAD, $624.27 CAD
4906002;809270; 583437-B21 HP 500W NHP Power Supply DL120 G6,  New 583437-B21 G6 Wholesale Price 583437-B21;Description:HP 500W Non-Hot Plug Power Supply Option KitFor the DL120 G6 Proliant ServerPart Number(s) Manufacturer Part# 583437-B21 ;HP Enterprise;583437-B21;Proliant Power Supply;Proliant;DL120 G6;;;HP;
15996686;40252; 652749-S21-SC HP G8 G9 1-TB 6G  2.5 SAS SC ; Description:2 x HPE 1TB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 652749-B21 SmartBuy 652749-S21 Spare 653954-001 Assembly 605832-002 Model# MM1000FBFVR;HP Enterprise;652749-S21-SC-2Pack;7.2K;Proliant HardDrive;SAS SC;1TB;7200RPM;;$484.79, USD
7360896;163801; DG072BABCE HP 72-GB 3G 10K 2.5 DP SAS HDD ; Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 384842-B21 Spare 389346-001 Assembly 460850-001 Model# DG072BABCE;HP Enterprise;DG072BABCE;10K;Proliant HardDrive;SAS;72GB;10000RPM;Hewlett Packard;USD, $75.95
4899641;3826994; , 458267-B21 HP E5410 2.33GHz ML350 G5 G5 Wholesale 458267-B21 Price 458267-B21;Description:Intel Xeon E5410 ML350 G5(2.33GHz/4-core/12MB/80W)Full Processor Option KitPart Number(s)Option Part# 458267-B21 ;HP Enterprise;458267-B21;Xeon;Proliant Processor;G5;;;;
4676129;4135637; HR200 Dell 300-GB 15K 3.5 SP SAS w/F9541,  Price HR200-2Pack New HR200 w/F9541 2 Pack Wholesale;Description:2 x 300GB 15K SAS 3.5-inch 3Gb/s HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s) Dell Part# HR200 Hitachi Part# HUS153030VLS300 ;Dell;HR200-2Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
5345144;73649; 636673-B21 HP 750W Common Slot -48VDC PS Kit,  Price 636673-B21 New 636673-B21 Kit Wholesale;Description:HP 750W Common Slot -48VDCHot-Plug Power Supply KitPart Number(s) Option Part# 636673-B21 ;HP Enterprise;636673-B21;Proliant Power Supply;Hewlett Packard;750Watt;;;;
1754134;1488805; 631667-B21 HP Smart Array P222/512 Controller,  New 631667-B21 Controller Wholesale Price 631667-B21;Description:HP Smart Array P222/512 FBWC 6Gb1-port Int/1-port Ext SAS ControllerPart Number(s) Option Part# 631667-B21 Spare Part# 633537-001 Assembly Part# 610669-003 ;HP Enterprise;631667-B21;Smart Array;Proliant Controller;P222/512;;;HP;
13441593;194411; 6272-S21 HP G8 G9 40-GB 6G 10K 2. SAS SC,  Price 6272-S21-Pack New 6272-S21 SC  Pack Wholesale;Description:5 x HPE 450GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 10K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 652572-B21 SmartBuy Part# 652572-S21 Spare Part# 653956-001 Assembly Part# 641552-002 Assembly Part# 666355-002 Model# EG0450FBVFM Model# EG0450FCHHT ;HP Enterprise;652572-S21-5Pack;10K;Proliant HardDrive;SAS SC;450GB;10000RPM;;
12598896;78716; 459889-002 HP 72-GB 3G 15K 2.5 DP SAS HDD,  Price 459889-002 New 459889-002 HDD Wholesale;Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 418371-B21 Spare Part# 418398-001 Assembly Part# 459889-002 Model# DH072BAAKN ;HP Enterprise;459889-002;15K;Proliant HardDrive;SAS;72GB;15000RPM;;
1993494;14324568;  HP 500-GB 7.2K 3.5 SATA,  Price -2Pack New  SATA 2 Pack Wholesale;Description:2 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 395473-B21 Spare Part# 395501-002 Assembly Part# 454141-002 Model# GB0500C8046 ;HP Enterprise;454141-002-2Pack;7.2K;Proliant HardDrive;SATA;500GB;7200RPM;;
5707760;350238; 366023-001 HP 300-GB 10K FC-AL  ; Description:StorageWorks 300GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 364622-B22 Spare 366023-001 Assembly 359438-004 Model# BD30058226;HP Enterprise;366023-001;10K;Storageworks HDD;Fibre Channel;300GB;;HP/Compaq;CAD, $241.74 CAD
